CustomerID,CustomerName,Gender,Age,City,State,Region,Country,Segment,SignupDate,LoyaltyTier,PreferredChannel,NewsletterOptIn,PostalCode,CustomerStatus
C0454,Customer 454,Female,39,Pune,Maharashtra,West,India,Small Business,2025-10-26,Silver,Email,No,902449,Inactive
C0455,Customer 455,Female,51,Delhi,Delhi,North,India,Consumer,2025-03-20,Bronze,Phone,Yes,883029,Inactive
C0456,Customer 456,Female,40,Kolkata,West Bengal,East,India,Small Business,2024-08-27,Bronze,Web,Yes,680413,Active
C0457,Customer 457,Female,57,Coimbatore,Tamil Nadu,South,India,Small Business,2023-03-27,Silver,Email,No,320257,Active
C0458,Customer 458,Female,31,Hyderabad,Telangana,South,India,Consumer,2025-04-25,Gold,Web,Yes,220191,Active
C0459,Customer 459,Male,62,Bhubaneswar,Odisha,East,India,Small Business,2023-04-22,Gold,Web,Yes,362866,Active
C0460,Customer 460,Male,42,Hyderabad,Telangana,South,India,Corporate,2026-04-04,Gold,Phone,Yes,398988,Active
C0461,Customer 461,Male,49,Hyderabad,Telangana,South,India,Corporate,2024-10-12,Bronze,Web,Yes,693025,Active
C0462,Customer 462,Female,21,Pune,Maharashtra,West,India,Corporate,2025-05-27,Gold,Phone,No,390120,Active
C0463,Customer 463,Male,50,Bengaluru,Karnataka,South,India,Corporate,2024-11-10,Silver,Web,No,678470,Active
C0464,Customer 464,Male,29,Bengaluru,Karnataka,South,India,Small Business,2023-06-17,Gold,Web,Yes,862761,Active
C0465,Customer 465,Female,58,Chennai,Tamil Nadu,South,India,Small Business,2025-11-04,Silver,Phone,Yes,678389,Active
C0466,Customer 466,Male,62,Kolkata,West Bengal,East,India,Consumer,2026-01-10,Silver,Referral,Yes,909653,Active
C0467,Customer 467,Female,46,Bengaluru,Karnataka,South,India,Corporate,2025-08-09,Bronze,Email,Yes,989174,Active
C0468,Customer 468,Male,31,Kolkata,West Bengal,East,India,Consumer,2023-10-15,Bronze,Phone,No,476225,Active
C0469,Customer 469,Female,25,Hyderabad,Telangana,South,India,Corporate,2025-09-25,Silver,Phone,Yes,801063,Active
C0470,Customer 470,Male,51,Kolkata,West Bengal,East,India,Corporate,2025-01-09,Gold,Email,No,208240,Active
C0471,Customer 471,Female,45,Mumbai,Maharashtra,West,India,Small Business,2026-03-31,Silver,Web,Yes,641761,Active
C0472,Customer 472,Male,43,Delhi,Delhi,North,India,Corporate,2024-04-01,Silver,Referral,Yes,626215,Active
C0473,Customer 473,Female,25,Jaipur,Rajasthan,North,India,Small Business,2023-12-06,Bronze,Web,Yes,257539,Active
C0474,Customer 474,Female,63,Bengaluru,Karnataka,South,India,Consumer,2025-01-11,Silver,Web,Yes,604907,Inactive
C0475,Customer 475,Female,62,Jaipur,Rajasthan,North,India,Corporate,2024-03-07,Gold,Phone,Yes,234098,Active
C0476,Customer 476,Female,57,Bengaluru,Karnataka,South,India,Consumer,2025-11-15,Gold,Phone,No,288784,Inactive
C0477,Customer 477,Female,63,Bhubaneswar,Odisha,East,India,Corporate,2026-02-28,Gold,Phone,No,735989,Inactive
C0478,Customer 478,Female,47,Jaipur,Rajasthan,North,India,Small Business,2023-12-16,Gold,Phone,No,275869,Active
C0479,Customer 479,Female,45,Jaipur,Rajasthan,North,India,Corporate,2023-05-21,Gold,Email,Yes,312178,Inactive
C0480,Customer 480,Female,51,Bengaluru,Karnataka,South,India,Small Business,2023-07-17,Bronze,Email,Yes,197717,Inactive
C0481,Customer 481,Female,64,Bengaluru,Karnataka,South,India,Small Business,2026-01-09,Silver,Referral,No,145549,Inactive
C0482,Customer 482,Male,43,Hyderabad,Telangana,South,India,Small Business,2025-09-14,Bronze,Email,No,240387,Active
C0483,Customer 483,Female,39,Jaipur,Rajasthan,North,India,Small Business,2024-04-21,Bronze,Referral,No,298203,Active
C0484,Customer 484,Female,54,Chennai,Tamil Nadu,South,India,Consumer,2026-03-29,Silver,Phone,No,528706,Active
C0485,Customer 485,Male,62,Coimbatore,Tamil Nadu,South,India,Small Business,2023-11-13,Silver,Web,No,692100,Active
C0486,Customer 486,Male,34,Bhubaneswar,Odisha,East,India,Corporate,2024-07-18,Bronze,Referral,Yes,488197,Inactive
C0487,Customer 487,Male,46,Mumbai,Maharashtra,West,India,Small Business,2024-09-20,Gold,Email,Yes,568289,Active
C0488,Customer 488,Male,42,Coimbatore,Tamil Nadu,South,India,Small Business,2024-03-15,Bronze,Email,Yes,508005,Active
C0489,Customer 489,Male,59,Coimbatore,Tamil Nadu,South,India,Corporate,2023-10-25,Gold,Email,No,332543,Active
C0490,Customer 490,Male,46,Coimbatore,Tamil Nadu,South,India,Small Business,2023-03-19,Bronze,Web,Yes,911188,Active
C0491,Customer 491,Female,33,Jaipur,Rajasthan,North,India,Small Business,2025-06-18,Bronze,Web,Yes,135242,Active
C0492,Customer 492,Female,44,Bhubaneswar,Odisha,East,India,Consumer,2023-12-14,Bronze,Email,Yes,191062,Active
C0493,Customer 493,Male,46,Delhi,Delhi,North,India,Small Business,2024-12-24,Gold,Email,Yes,194546,Active
C0494,Customer 494,Male,43,Kolkata,West Bengal,East,India,Corporate,2026-04-08,Gold,Phone,No,523580,Active
C0495,Customer 495,Male,53,Mumbai,Maharashtra,West,India,Consumer,2023-12-25,Bronze,Email,No,456481,Active
C0496,Customer 496,Male,65,Kolkata,West Bengal,East,India,Corporate,2024-06-11,Silver,Referral,Yes,894269,Active
C0497,Customer 497,Female,51,Jaipur,Rajasthan,North,India,Consumer,2025-08-01,Silver,Email,No,764443,Active
C0498,Customer 498,Male,43,Hyderabad,Telangana,South,India,Small Business,2024-10-08,Bronze,Email,No,360317,Active
C0499,Customer 499,Male,25,Coimbatore,Tamil Nadu,South,India,Small Business,2025-03-28,Gold,Referral,No,470712,Active
C0500,Customer 500,Female,64,Bhubaneswar,Odisha,East,India,Consumer,2024-07-05,Silver,Phone,Yes,871154,Active
