ProductID,ProductName,Category,SubCategory,Brand,UnitPrice,UnitCost,ProductClass,Supplier,StockQty,ReorderLevel,OnlineOnly,PackageSize,WarrantyMonths,ProductStatus
P0420,Nimbus Sofa 420,Furniture,Sofa,Prime,26089.15,21618.39,Economy,Supplier A,120,30,Yes,Large,31,Active
P0421,Zenith Mobile 421,Electronics,Mobile,Nimbus,23213.61,18663.03,Standard,Supplier C,58,30,Yes,Large,3,Active
P0422,Apex Notebook 422,Office Supplies,Notebook,Pulse,9912.28,7604.46,Economy,Supplier D,110,13,No,Medium,30,Active
P0423,Zenith Mobile 423,Electronics,Mobile,Nimbus,15389.0,11513.88,Premium,Supplier C,221,21,No,Large,21,Active
P0424,Nimbus Laptop 424,Electronics,Laptop,Apex,2679.85,2313.78,Premium,Supplier A,167,14,Yes,Large,21,Discontinued
P0425,Apex Desk 425,Furniture,Desk,Orbit,27717.23,19439.86,Premium,Supplier A,94,30,No,Medium,28,Active
P0426,Prime Pen 426,Office Supplies,Pen,Prime,16340.8,12728.42,Premium,Supplier B,6,28,No,Small,3,Active
P0427,Vertex Bookshelf 427,Furniture,Bookshelf,Vertex,29644.19,21031.98,Standard,Supplier D,66,17,No,Small,28,Active
P0428,Zenith Racket 428,Sports,Racket,Nimbus,4832.3,3291.45,Premium,Supplier B,116,7,Yes,Large,11,Active
P0429,Prime Racket 429,Sports,Racket,Zenith,30866.13,21088.33,Premium,Supplier B,28,2,Yes,Medium,3,Active
P0430,Apex Keyboard 430,Electronics,Keyboard,Nimbus,28522.86,17712.79,Standard,Supplier B,121,20,No,Small,18,Active
P0431,Nimbus Pen 431,Office Supplies,Pen,Prime,17081.97,13422.6,Economy,Supplier A,75,2,Yes,Large,4,Active
P0432,Zenith Monitor 432,Electronics,Monitor,Prime,28085.94,23185.8,Premium,Supplier B,28,2,No,Medium,16,Discontinued
P0433,Pulse Monitor 433,Electronics,Monitor,Apex,27005.02,19902.4,Standard,Supplier D,101,28,No,Large,31,Active
P0434,Nova Bookshelf 434,Furniture,Bookshelf,Apex,412.33,332.7,Premium,Supplier C,128,19,Yes,Small,36,Active
P0435,Zenith Mobile 435,Electronics,Mobile,Orbit,21530.96,15184.28,Premium,Supplier A,235,6,Yes,Medium,11,Active
P0436,Apex Mobile 436,Electronics,Mobile,Vertex,9385.53,6748.36,Economy,Supplier C,124,23,No,Medium,35,Discontinued
P0437,Prime Bookshelf 437,Furniture,Bookshelf,Nimbus,6556.82,4390.15,Standard,Supplier C,47,25,Yes,Large,34,Discontinued
P0438,Vertex Kettle 438,Appliances,Kettle,Apex,19211.1,14940.54,Economy,Supplier D,114,6,No,Medium,7,Discontinued
P0439,Nimbus Chair 439,Furniture,Chair,Prime,30580.33,23955.79,Economy,Supplier C,106,0,Yes,Small,23,Discontinued
P0440,Vertex Bookshelf 440,Furniture,Bookshelf,Vertex,7788.68,6193.33,Standard,Supplier C,36,0,No,Large,3,Active
P0441,Orbit Sofa 441,Furniture,Sofa,Apex,18641.04,14221.33,Premium,Supplier C,159,6,Yes,Small,20,Active
P0442,Vertex Racket 442,Sports,Racket,Orbit,23356.92,17078.73,Standard,Supplier A,210,15,No,Small,20,Discontinued
P0443,Nimbus Laptop 443,Electronics,Laptop,Orbit,16485.06,11363.4,Economy,Supplier A,77,0,Yes,Medium,21,Active
P0444,Nova Mixer 444,Appliances,Mixer,Vertex,36048.53,22404.07,Economy,Supplier A,22,15,Yes,Medium,22,Active
P0445,Vertex Paper 445,Office Supplies,Paper,Pulse,14363.06,10056.58,Economy,Supplier A,105,9,No,Medium,10,Active
P0446,Nova Shoes 446,Sports,Shoes,Zenith,950.71,809.86,Standard,Supplier C,225,22,No,Small,13,Active
P0447,Nova Bookshelf 447,Furniture,Bookshelf,Nova,28969.2,20418.4,Premium,Supplier A,33,1,No,Small,19,Active
P0448,Zenith Racket 448,Sports,Racket,Pulse,8406.82,6806.21,Standard,Supplier B,86,27,Yes,Large,29,Discontinued
P0449,Pulse Keyboard 449,Electronics,Keyboard,Prime,19033.64,13227.52,Premium,Supplier D,62,2,No,Medium,8,Active
P0450,Orbit Yoga Mat 450,Sports,Yoga Mat,Apex,25062.6,16514.26,Standard,Supplier D,20,6,Yes,Large,16,Discontinued
P0451,Vertex Fan 451,Appliances,Fan,Prime,16149.16,12232.13,Economy,Supplier D,172,4,Yes,Small,17,Active
P0452,Nimbus Kettle 452,Appliances,Kettle,Orbit,30535.99,21707.04,Standard,Supplier C,113,5,No,Large,9,Active
P0453,Pulse Mixer 453,Appliances,Mixer,Zenith,23685.73,18646.05,Premium,Supplier A,126,21,No,Medium,19,Active
P0454,Nimbus Shoes 454,Sports,Shoes,Nimbus,11194.17,8912.32,Economy,Supplier C,18,14,No,Medium,9,Active
P0455,Zenith Kettle 455,Appliances,Kettle,Prime,6115.06,4912.78,Economy,Supplier D,137,13,Yes,Large,6,Active
P0456,Prime Mobile 456,Electronics,Mobile,Orbit,4713.48,2950.48,Standard,Supplier A,75,7,No,Medium,28,Active
P0457,Orbit Bookshelf 457,Furniture,Bookshelf,Vertex,15344.7,12419.68,Economy,Supplier C,185,19,No,Large,3,Active
P0458,Prime Cabinet 458,Furniture,Cabinet,Orbit,33168.88,22701.94,Standard,Supplier C,179,2,Yes,Small,24,Discontinued
P0459,Nova Chair 459,Furniture,Chair,Zenith,22747.46,16677.5,Premium,Supplier A,48,21,Yes,Large,25,Discontinued
P0460,Apex Shoes 460,Sports,Shoes,Nova,15601.74,12248.62,Standard,Supplier C,218,7,Yes,Small,9,Active
P0461,Prime Paper 461,Office Supplies,Paper,Pulse,17236.54,11359.2,Premium,Supplier C,122,0,No,Medium,24,Discontinued
P0462,Nova Headphones 462,Electronics,Headphones,Zenith,25996.84,17169.74,Premium,Supplier B,173,4,No,Medium,4,Active
P0463,Orbit Racket 463,Sports,Racket,Nimbus,13755.57,9036.74,Economy,Supplier A,75,28,No,Large,14,Active
P0464,Prime Paper 464,Office Supplies,Paper,Prime,13347.85,9824.37,Standard,Supplier A,153,16,No,Large,10,Discontinued
P0465,Prime Vacuum 465,Appliances,Vacuum,Apex,37427.17,24206.37,Standard,Supplier D,242,21,Yes,Medium,12,Active
P0466,Prime Bottle 466,Sports,Bottle,Apex,21655.64,16634.86,Premium,Supplier A,121,1,Yes,Medium,10,Active
P0467,Nova Iron 467,Appliances,Iron,Nova,274.31,206.85,Premium,Supplier B,94,28,No,Large,12,Active
P0468,Apex Pen 468,Office Supplies,Pen,Prime,31081.98,24898.18,Standard,Supplier A,126,29,No,Small,27,Discontinued
P0469,Prime Mixer 469,Appliances,Mixer,Zenith,35960.55,22334.4,Economy,Supplier D,178,28,No,Large,11,Active
P0470,Prime Pen 470,Office Supplies,Pen,Apex,13065.63,10454.5,Premium,Supplier D,144,5,No,Medium,9,Active
P0471,Vertex Racket 471,Sports,Racket,Pulse,24362.07,17377.8,Premium,Supplier D,124,13,No,Medium,4,Active
P0472,Prime Mixer 472,Appliances,Mixer,Orbit,27571.96,18915.94,Economy,Supplier C,37,19,No,Small,28,Active
P0473,Pulse Mixer 473,Appliances,Mixer,Nova,17785.54,11613.17,Standard,Supplier A,74,26,Yes,Medium,9,Active
P0474,Apex Racket 474,Sports,Racket,Nova,27354.83,17289.58,Economy,Supplier B,137,4,No,Small,17,Active
P0475,Pulse Paper 475,Office Supplies,Paper,Orbit,29130.43,18001.02,Standard,Supplier A,5,4,Yes,Large,9,Active
P0476,Pulse Chair 476,Furniture,Chair,Nimbus,18617.26,11885.66,Standard,Supplier A,81,12,No,Small,18,Active
P0477,Nimbus Racket 477,Sports,Racket,Zenith,31350.85,21494.1,Economy,Supplier A,52,4,Yes,Small,35,Active
P0478,Pulse Kettle 478,Appliances,Kettle,Vertex,10842.93,7307.7,Economy,Supplier C,105,12,Yes,Medium,29,Discontinued
P0479,Nimbus Chair 479,Furniture,Chair,Nova,8643.34,7142.88,Economy,Supplier C,13,20,No,Small,25,Active
P0480,Vertex Kettle 480,Appliances,Kettle,Orbit,11454.06,6980.45,Premium,Supplier D,136,2,Yes,Large,12,Active
P0481,Zenith Dumbbell 481,Sports,Dumbbell,Prime,18210.16,11530.29,Economy,Supplier C,241,12,Yes,Large,33,Discontinued
P0482,Prime Vacuum 482,Appliances,Vacuum,Zenith,23729.59,16501.58,Economy,Supplier C,155,30,No,Large,28,Active
P0483,Apex Laptop 483,Electronics,Laptop,Apex,26205.78,21312.62,Premium,Supplier D,87,24,Yes,Large,18,Active
P0484,Apex Sofa 484,Furniture,Sofa,Nova,25724.77,18914.88,Economy,Supplier C,34,1,Yes,Medium,26,Active
P0485,Zenith Bookshelf 485,Furniture,Bookshelf,Orbit,3798.32,2762.91,Standard,Supplier C,130,14,No,Small,15,Active
P0486,Nova Vacuum 486,Appliances,Vacuum,Apex,25212.2,20232.11,Standard,Supplier A,212,4,Yes,Medium,29,Active
P0487,Pulse Pen 487,Office Supplies,Pen,Orbit,27828.36,17084.44,Standard,Supplier D,133,11,No,Large,11,Active
P0488,Apex Kettle 488,Appliances,Kettle,Zenith,24862.92,15666.73,Economy,Supplier C,30,3,No,Small,6,Active
P0489,Prime Mobile 489,Electronics,Mobile,Nimbus,26607.94,20547.49,Economy,Supplier C,22,27,Yes,Medium,7,Active
P0490,Nova Bottle 490,Sports,Bottle,Apex,16925.69,12541.17,Economy,Supplier D,244,29,No,Large,4,Active
P0491,Nova Stapler 491,Office Supplies,Stapler,Zenith,8669.17,6581.16,Standard,Supplier C,241,24,Yes,Small,34,Active
P0492,Nova Bottle 492,Sports,Bottle,Vertex,26978.62,17601.02,Standard,Supplier D,158,23,Yes,Large,33,Active
P0493,Orbit Notebook 493,Office Supplies,Notebook,Vertex,3737.95,2673.21,Premium,Supplier D,82,25,Yes,Small,6,Active
P0494,Nova Cabinet 494,Furniture,Cabinet,Pulse,20410.0,15234.82,Standard,Supplier D,201,12,Yes,Medium,30,Active
P0495,Vertex Monitor 495,Electronics,Monitor,Vertex,4403.18,3020.37,Standard,Supplier C,116,29,Yes,Small,17,Active
P0496,Nova Shoes 496,Sports,Shoes,Nova,8746.22,5739.98,Economy,Supplier B,213,1,Yes,Small,11,Discontinued
P0497,Orbit Bookshelf 497,Furniture,Bookshelf,Prime,1549.38,1169.49,Standard,Supplier D,127,21,Yes,Large,7,Active
P0498,Vertex Folder 498,Office Supplies,Folder,Orbit,7828.78,5210.06,Premium,Supplier C,246,11,No,Large,18,Active
P0499,Nimbus Folder 499,Office Supplies,Folder,Pulse,14860.62,12625.86,Premium,Supplier A,57,29,Yes,Large,17,Active
P0500,Zenith Yoga Mat 500,Sports,Yoga Mat,Nova,4747.42,3138.88,Standard,Supplier D,171,24,No,Small,4,Discontinued
