SalesID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount,Profit,SalesChannel,PaymentMethod,ShipMode,OrderStatus,Region,City,SalesRep
S00773,O10773,2026-05-24,C0332,P0426,4,16340.8,0.15,55558.72,50913.68,4645.04,Partner,Cash,Same Day,Delivered,West,Pune,Sales Rep A
S00774,O10774,2026-03-26,C0102,P0238,6,24682.53,0,148095.18,124348.02,23747.16,Store,Cash,Same Day,Delivered,East,Kolkata,Sales Rep A
S00775,O10775,2026-01-27,C0211,P0465,1,37427.17,0,37427.17,24206.37,13220.8,Online,Cash,Express,Delivered,East,Kolkata,Sales Rep D
S00776,O10776,2025-09-30,C0246,P0293,2,28409.28,0,56818.56,43543.18,13275.38,Online,Net Banking,Express,Delivered,South,Coimbatore,Sales Rep B
S00777,O10777,2026-06-12,C0378,P0353,6,19879.63,0.15,101386.11,79945.44,21440.67,Partner,Net Banking,Same Day,Delivered,South,Chennai,Sales Rep D
S00778,O10778,2025-03-10,C0414,P0008,6,14873.14,0.05,84776.9,67742.28,17034.62,Online,Cash,Same Day,Delivered,South,Coimbatore,Sales Rep A
S00779,O10779,2025-02-22,C0110,P0240,5,4890.0,0.1,22005.0,16239.65,5765.35,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep D
S00780,O10780,2025-06-12,C0029,P0431,6,17081.97,0.2,81993.46,80535.6,1457.86,Partner,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00781,O10781,2026-07-13,C0436,P0477,1,31350.85,0,31350.85,21494.1,9856.75,Store,Cash,Standard,Delivered,South,Chennai,Sales Rep A
S00782,O10782,2025-01-23,C0500,P0228,6,34970.96,0.15,178351.9,130692.42,47659.48,Partner,Net Banking,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00783,O10783,2026-02-13,C0497,P0280,3,25196.42,0.05,71809.8,53505.51,18304.29,Partner,Card,Standard,Delivered,North,Jaipur,Sales Rep D
S00784,O10784,2025-12-31,C0485,P0451,5,16149.16,0.15,68633.93,61160.65,7473.28,Partner,Card,Same Day,Returned,South,Coimbatore,Sales Rep C
S00785,O10785,2025-01-12,C0225,P0478,5,10842.93,0,54214.65,36538.5,17676.15,Online,UPI,Express,Delivered,West,Mumbai,Sales Rep D
S00786,O10786,2026-04-30,C0243,P0164,6,17977.02,0,107862.12,66218.82,41643.3,Online,Card,Express,Delivered,North,Delhi,Sales Rep C
S00787,O10787,2025-04-04,C0305,P0207,6,25422.32,0.2,122027.14,102349.8,19677.34,Online,Card,Same Day,Returned,East,Bhubaneswar,Sales Rep C
S00788,O10788,2026-03-10,C0406,P0085,5,13254.32,0.15,56330.86,56879.05,-548.19,Online,Cash,Same Day,Returned,East,Kolkata,Sales Rep D
S00789,O10789,2025-02-21,C0341,P0326,3,26504.24,0,79512.72,59433.96,20078.76,Partner,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep C
S00790,O10790,2025-04-01,C0464,P0405,5,12843.23,0.1,57794.53,39596.7,18197.83,Online,Net Banking,Express,Delivered,South,Bengaluru,Sales Rep D
S00791,O10791,2025-09-12,C0461,P0283,2,5770.43,0.1,10386.77,9109.56,1277.21,Store,Card,Express,Returned,South,Hyderabad,Sales Rep C
S00792,O10792,2026-04-17,C0055,P0399,5,22207.05,0.2,88828.2,71320.2,17508.0,Partner,Cash,Standard,Delivered,East,Kolkata,Sales Rep A
S00793,O10793,2026-03-08,C0454,P0310,6,27872.55,0.2,133788.24,127113.72,6674.52,Store,Cash,Express,Delivered,West,Pune,Sales Rep C
S00794,O10794,2026-03-16,C0480,P0314,1,16077.77,0.05,15273.88,11810.18,3463.7,Store,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep D
S00795,O10795,2026-07-29,C0006,P0079,3,3872.91,0,11618.73,8899.89,2718.84,Store,Card,Standard,Delivered,South,Coimbatore,Sales Rep B
S00796,O10796,2026-02-21,C0423,P0323,3,17099.95,0.15,43604.87,36608.58,6996.29,Partner,Card,Standard,Delivered,North,Jaipur,Sales Rep C
S00797,O10797,2026-06-30,C0274,P0205,6,13856.59,0.15,70668.61,68924.22,1744.39,Online,UPI,Express,Delivered,North,Delhi,Sales Rep C
S00798,O10798,2025-06-04,C0203,P0246,5,27143.31,0.1,122144.9,112149.3,9995.6,Partner,UPI,Express,Delivered,South,Coimbatore,Sales Rep A
S00799,O10799,2025-03-17,C0046,P0154,2,37978.37,0,75956.74,48717.06,27239.68,Partner,Card,Express,Delivered,South,Hyderabad,Sales Rep B
S00800,O10800,2025-04-21,C0366,P0209,2,26500.62,0,53001.24,37231.0,15770.24,Store,Cash,Standard,Delivered,East,Bhubaneswar,Sales Rep B
S00801,O10801,2025-09-18,C0128,P0023,3,21540.02,0.15,54927.05,55384.41,-457.36,Partner,UPI,Express,Delivered,West,Mumbai,Sales Rep A
S00802,O10802,2026-01-04,C0466,P0085,3,13254.32,0.05,37774.81,34127.43,3647.38,Store,Card,Express,Delivered,East,Kolkata,Sales Rep A
S00803,O10803,2025-02-02,C0220,P0163,2,19992.81,0.2,31988.5,26517.32,5471.18,Store,Net Banking,Standard,Returned,East,Bhubaneswar,Sales Rep D
S00804,O10804,2026-04-27,C0433,P0033,6,23655.89,0.1,127741.81,120248.52,7493.29,Partner,UPI,Same Day,Delivered,West,Mumbai,Sales Rep C
S00805,O10805,2026-08-10,C0305,P0276,5,14700.35,0.2,58801.4,47613.8,11187.6,Online,UPI,Express,Returned,East,Bhubaneswar,Sales Rep B
S00806,O10806,2025-03-23,C0050,P0140,4,8677.46,0.05,32974.35,29378.4,3595.95,Store,UPI,Standard,Delivered,North,Jaipur,Sales Rep B
S00807,O10807,2026-01-21,C0471,P0202,3,4406.82,0.15,11237.39,10102.29,1135.1,Store,Card,Same Day,Returned,West,Mumbai,Sales Rep D
S00808,O10808,2026-06-03,C0160,P0477,4,31350.85,0.15,106592.89,85976.4,20616.49,Store,UPI,Express,Delivered,South,Bengaluru,Sales Rep C
S00809,O10809,2025-02-20,C0161,P0412,1,10526.36,0,10526.36,6629.66,3896.7,Partner,Card,Same Day,Delivered,North,Jaipur,Sales Rep A
S00810,O10810,2026-05-05,C0433,P0352,3,25682.36,0,77047.08,49381.11,27665.97,Partner,Cash,Same Day,Delivered,West,Mumbai,Sales Rep C
S00811,O10811,2026-05-01,C0059,P0037,1,17740.25,0.1,15966.23,14113.57,1852.66,Partner,UPI,Standard,Returned,South,Bengaluru,Sales Rep B
S00812,O10812,2025-09-12,C0216,P0161,4,26620.32,0.2,85185.02,90882.2,-5697.18,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep C
S00813,O10813,2025-02-27,C0191,P0307,4,36267.29,0.1,130562.24,97809.2,32753.04,Online,UPI,Standard,Delivered,West,Mumbai,Sales Rep B
S00814,O10814,2025-09-14,C0153,P0272,2,19767.9,0,39535.8,30052.16,9483.64,Store,Cash,Express,Delivered,South,Chennai,Sales Rep D
S00815,O10815,2026-02-25,C0221,P0255,1,36833.92,0.05,34992.22,24492.64,10499.58,Store,Net Banking,Standard,Delivered,West,Mumbai,Sales Rep C
S00816,O10816,2026-01-08,C0162,P0217,4,35482.97,0.1,127738.69,86920.04,40818.65,Store,UPI,Same Day,Returned,North,Delhi,Sales Rep C
S00817,O10817,2025-08-15,C0394,P0164,2,17977.02,0.15,30560.93,22072.94,8487.99,Partner,UPI,Express,Delivered,West,Mumbai,Sales Rep B
S00818,O10818,2026-01-14,C0439,P0401,3,9738.21,0.1,26293.17,23119.11,3174.06,Store,Card,Same Day,Delivered,South,Chennai,Sales Rep D
S00819,O10819,2025-10-24,C0173,P0359,1,36127.32,0,36127.32,23245.36,12881.96,Store,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep B
S00820,O10820,2025-01-10,C0474,P0028,6,11125.44,0.2,53402.11,44545.74,8856.37,Store,Card,Standard,Delivered,South,Bengaluru,Sales Rep B
S00821,O10821,2025-07-05,C0078,P0151,4,16628.22,0.1,59861.59,46384.12,13477.47,Store,Cash,Express,Returned,North,Jaipur,Sales Rep B
S00822,O10822,2025-03-10,C0392,P0162,4,3684.15,0,14736.6,9368.88,5367.72,Online,UPI,Standard,Delivered,South,Chennai,Sales Rep A
S00823,O10823,2026-05-31,C0048,P0191,3,35783.11,0.15,91246.93,70239.45,21007.48,Partner,Cash,Standard,Delivered,South,Hyderabad,Sales Rep A
S00824,O10824,2026-06-13,C0056,P0243,4,15063.41,0.1,54228.28,41943.88,12284.4,Partner,Cash,Same Day,Delivered,North,Delhi,Sales Rep B
S00825,O10825,2025-06-27,C0448,P0041,5,27484.47,0.15,116809.0,108775.4,8033.6,Store,Cash,Standard,Delivered,South,Chennai,Sales Rep D
S00826,O10826,2026-02-23,C0070,P0368,3,626.93,0,1880.79,1260.39,620.4,Partner,Cash,Standard,Delivered,West,Pune,Sales Rep A
S00827,O10827,2025-02-24,C0471,P0085,2,13254.32,0.15,22532.34,22751.62,-219.28,Store,Card,Same Day,Returned,West,Mumbai,Sales Rep C
S00828,O10828,2025-12-21,C0117,P0221,6,17626.15,0.15,89893.37,73161.84,16731.53,Partner,Cash,Same Day,Delivered,South,Chennai,Sales Rep D
S00829,O10829,2025-06-22,C0284,P0180,3,27815.89,0.05,79275.29,60136.65,19138.64,Partner,Card,Express,Delivered,South,Coimbatore,Sales Rep A
S00830,O10830,2025-08-27,C0344,P0286,5,8522.98,0.05,40484.15,29521.9,10962.25,Store,Net Banking,Express,Delivered,North,Jaipur,Sales Rep A
S00831,O10831,2026-03-16,C0347,P0484,3,25724.77,0.05,73315.59,56744.64,16570.95,Partner,Net Banking,Express,Returned,East,Kolkata,Sales Rep C
S00832,O10832,2025-07-21,C0379,P0075,1,786.19,0,786.19,546.46,239.73,Online,Card,Standard,Returned,West,Pune,Sales Rep C
S00833,O10833,2026-05-19,C0395,P0276,6,14700.35,0.15,74971.79,57136.56,17835.23,Partner,UPI,Express,Returned,West,Mumbai,Sales Rep D
S00834,O10834,2025-09-06,C0392,P0106,6,20403.08,0.05,116297.56,82359.0,33938.56,Partner,Card,Express,Delivered,South,Chennai,Sales Rep A
S00835,O10835,2026-07-23,C0099,P0445,5,14363.06,0.1,64633.77,50282.9,14350.87,Partner,Card,Standard,Returned,North,Delhi,Sales Rep C
S00836,O10836,2026-07-10,C0366,P0007,1,17508.17,0,17508.17,13386.85,4121.32,Partner,Cash,Standard,Delivered,East,Bhubaneswar,Sales Rep C
S00837,O10837,2025-07-19,C0169,P0366,1,3667.7,0.1,3300.93,2837.79,463.14,Partner,Card,Express,Delivered,East,Bhubaneswar,Sales Rep C
S00838,O10838,2025-08-23,C0320,P0458,3,33168.88,0,99506.64,68105.82,31400.82,Store,UPI,Standard,Delivered,South,Coimbatore,Sales Rep A
S00839,O10839,2026-02-10,C0367,P0447,4,28969.2,0.1,104289.12,81673.6,22615.52,Partner,Net Banking,Same Day,Delivered,East,Bhubaneswar,Sales Rep D
S00840,O10840,2025-10-13,C0177,P0089,3,22374.33,0.05,63766.84,44965.86,18800.98,Partner,Net Banking,Express,Delivered,South,Coimbatore,Sales Rep D
S00841,O10841,2026-06-29,C0028,P0423,2,15389.0,0.15,26161.3,23027.76,3133.54,Store,UPI,Express,Delivered,South,Bengaluru,Sales Rep D
S00842,O10842,2026-07-20,C0361,P0402,1,33704.7,0,33704.7,20576.82,13127.88,Partner,Net Banking,Standard,Delivered,North,Delhi,Sales Rep B
S00843,O10843,2026-05-30,C0275,P0234,5,3093.2,0.2,12372.8,10901.4,1471.4,Store,Cash,Same Day,Returned,North,Delhi,Sales Rep B
S00844,O10844,2025-03-04,C0454,P0455,3,6115.06,0.05,17427.92,14738.34,2689.58,Store,Card,Express,Delivered,West,Pune,Sales Rep C
S00845,O10845,2025-05-21,C0430,P0231,3,26460.19,0.1,71442.51,59644.86,11797.65,Online,UPI,Standard,Returned,South,Chennai,Sales Rep C
S00846,O10846,2025-05-16,C0090,P0138,2,32475.72,0.15,55208.72,40027.2,15181.52,Partner,Card,Same Day,Returned,West,Mumbai,Sales Rep B
S00847,O10847,2025-09-01,C0267,P0121,5,11616.81,0,58084.05,47265.95,10818.1,Online,UPI,Same Day,Returned,South,Coimbatore,Sales Rep A
S00848,O10848,2025-06-10,C0201,P0472,5,27571.96,0,137859.8,94579.7,43280.1,Online,UPI,Same Day,Delivered,West,Mumbai,Sales Rep B
S00849,O10849,2025-02-15,C0075,P0063,1,18940.62,0,18940.62,15881.08,3059.54,Online,Card,Standard,Delivered,East,Kolkata,Sales Rep A
S00850,O10850,2026-06-19,C0033,P0355,4,27753.18,0.1,99911.45,70141.4,29770.05,Store,Cash,Standard,Delivered,South,Coimbatore,Sales Rep A
S00851,O10851,2026-07-26,C0261,P0431,6,17081.97,0.1,92242.64,80535.6,11707.04,Partner,Cash,Standard,Delivered,South,Chennai,Sales Rep A
S00852,O10852,2025-07-13,C0419,P0152,3,23373.54,0.1,63108.56,55551.63,7556.93,Online,Net Banking,Standard,Delivered,West,Mumbai,Sales Rep C
S00853,O10853,2025-09-07,C0476,P0164,6,17977.02,0,107862.12,66218.82,41643.3,Partner,UPI,Express,Delivered,South,Bengaluru,Sales Rep D
S00854,O10854,2026-07-18,C0401,P0385,6,12437.12,0,74622.72,46855.14,27767.58,Online,Net Banking,Express,Returned,South,Chennai,Sales Rep C
S00855,O10855,2025-04-11,C0427,P0347,1,4122.86,0,4122.86,3290.09,832.77,Online,UPI,Express,Returned,South,Coimbatore,Sales Rep B
S00856,O10856,2025-10-13,C0002,P0190,3,18074.38,0.2,43378.51,41561.94,1816.57,Partner,Cash,Express,Delivered,South,Chennai,Sales Rep C
S00857,O10857,2025-02-17,C0011,P0463,4,13755.57,0.1,49520.05,36146.96,13373.09,Partner,Cash,Express,Delivered,West,Pune,Sales Rep A
S00858,O10858,2026-02-07,C0038,P0007,3,17508.17,0.05,49898.28,40160.55,9737.73,Online,UPI,Same Day,Delivered,West,Pune,Sales Rep C
S00859,O10859,2026-04-03,C0001,P0414,5,29465.36,0.05,139960.46,91579.55,48380.91,Online,Cash,Same Day,Delivered,South,Coimbatore,Sales Rep D
S00860,O10860,2025-01-16,C0022,P0268,3,18725.95,0.15,47751.17,38906.85,8844.32,Online,Cash,Express,Delivered,West,Pune,Sales Rep C
S00861,O10861,2026-01-22,C0284,P0073,5,9400.0,0.2,37600.0,40760.9,-3160.9,Partner,Cash,Standard,Returned,South,Coimbatore,Sales Rep D
S00862,O10862,2026-06-25,C0402,P0008,2,14873.14,0.15,25284.34,22580.76,2703.58,Store,UPI,Express,Returned,West,Mumbai,Sales Rep A
S00863,O10863,2026-01-15,C0187,P0016,5,10512.61,0.1,47306.75,38760.4,8546.35,Online,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep D
S00864,O10864,2025-01-24,C0460,P0194,6,3622.78,0.15,18476.18,17051.04,1425.14,Online,Card,Standard,Delivered,South,Hyderabad,Sales Rep B
S00865,O10865,2026-01-03,C0221,P0452,4,30535.99,0.2,97715.17,86828.16,10887.01,Partner,Card,Express,Delivered,West,Mumbai,Sales Rep C
S00866,O10866,2025-01-06,C0041,P0284,5,12888.37,0.05,61219.76,45285.5,15934.26,Online,UPI,Express,Delivered,South,Hyderabad,Sales Rep C
S00867,O10867,2025-05-01,C0262,P0161,4,26620.32,0.1,95833.15,90882.2,4950.95,Store,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep B
S00868,O10868,2026-01-30,C0250,P0152,5,23373.54,0,116867.7,92586.05,24281.65,Online,UPI,Same Day,Delivered,West,Pune,Sales Rep C
S00869,O10869,2026-02-17,C0048,P0312,2,21290.98,0.1,38323.76,27514.54,10809.22,Store,Card,Standard,Delivered,South,Hyderabad,Sales Rep D
S00870,O10870,2025-03-18,C0172,P0263,4,5870.72,0,23482.88,19718.52,3764.36,Partner,Net Banking,Same Day,Delivered,West,Pune,Sales Rep C
S00871,O10871,2025-04-18,C0470,P0068,5,10576.57,0.05,50238.71,45279.5,4959.21,Partner,Net Banking,Express,Returned,East,Kolkata,Sales Rep A
S00872,O10872,2026-06-02,C0164,P0223,2,7387.78,0,14775.56,11728.02,3047.54,Partner,Card,Standard,Delivered,East,Kolkata,Sales Rep D
S00873,O10873,2026-08-12,C0426,P0001,1,9078.55,0.2,7262.84,5791.85,1470.99,Online,UPI,Same Day,Returned,South,Hyderabad,Sales Rep B
S00874,O10874,2025-12-17,C0474,P0361,4,10442.76,0.05,39682.49,35536.12,4146.37,Online,Cash,Standard,Delivered,South,Bengaluru,Sales Rep B
S00875,O10875,2026-04-27,C0143,P0434,2,412.33,0.15,700.96,665.4,35.56,Online,Net Banking,Same Day,Delivered,North,Delhi,Sales Rep A
S00876,O10876,2026-05-13,C0030,P0046,5,6759.63,0.2,27038.52,25280.8,1757.72,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep D
S00877,O10877,2025-05-20,C0124,P0047,4,13118.34,0,52473.36,45182.12,7291.24,Store,Net Banking,Standard,Returned,South,Bengaluru,Sales Rep A
S00878,O10878,2025-12-26,C0031,P0403,5,5939.95,0.2,23759.8,24663.45,-903.65,Partner,UPI,Standard,Delivered,South,Chennai,Sales Rep C
S00879,O10879,2025-07-02,C0500,P0001,4,9078.55,0,36314.2,23167.4,13146.8,Partner,UPI,Express,Delivered,East,Bhubaneswar,Sales Rep D
S00880,O10880,2025-02-14,C0042,P0383,6,21518.51,0.05,122655.51,82847.22,39808.29,Online,Cash,Standard,Delivered,East,Kolkata,Sales Rep B
S00881,O10881,2026-04-19,C0023,P0017,1,24037.46,0.1,21633.71,17219.23,4414.48,Partner,Net Banking,Same Day,Delivered,South,Coimbatore,Sales Rep A
S00882,O10882,2025-09-20,C0490,P0248,6,17556.01,0.2,84268.85,81486.84,2782.01,Online,Net Banking,Same Day,Delivered,South,Coimbatore,Sales Rep C
S00883,O10883,2025-05-25,C0117,P0416,5,30746.35,0.15,130671.99,122328.7,8343.29,Store,Cash,Same Day,Delivered,South,Chennai,Sales Rep D
S00884,O10884,2025-09-21,C0177,P0068,3,10576.57,0.1,28556.74,27167.7,1389.04,Online,Cash,Same Day,Delivered,South,Coimbatore,Sales Rep B
S00885,O10885,2025-11-15,C0243,P0104,5,606.12,0,3030.6,1878.15,1152.45,Online,UPI,Standard,Delivered,North,Delhi,Sales Rep C
S00886,O10886,2025-12-27,C0024,P0079,5,3872.91,0.2,15491.64,14833.15,658.49,Partner,Cash,Standard,Delivered,North,Jaipur,Sales Rep A
S00887,O10887,2025-10-31,C0240,P0457,2,15344.7,0.2,24551.52,24839.36,-287.84,Store,Cash,Express,Delivered,East,Kolkata,Sales Rep C
S00888,O10888,2025-06-05,C0447,P0471,4,24362.07,0.15,82831.04,69511.2,13319.84,Online,Cash,Express,Returned,East,Bhubaneswar,Sales Rep A
S00889,O10889,2026-04-04,C0382,P0220,2,27926.61,0.15,47475.24,41499.82,5975.42,Partner,Card,Same Day,Delivered,South,Bengaluru,Sales Rep C
S00890,O10890,2026-05-31,C0477,P0278,2,23210.59,0.15,39458.0,29432.32,10025.68,Store,Card,Express,Delivered,East,Bhubaneswar,Sales Rep D
S00891,O10891,2025-11-02,C0472,P0409,4,25021.11,0,100084.44,76706.52,23377.92,Partner,UPI,Express,Delivered,North,Delhi,Sales Rep A
S00892,O10892,2026-03-31,C0229,P0418,3,31275.92,0.2,75062.21,72261.21,2801.0,Online,Cash,Express,Returned,East,Bhubaneswar,Sales Rep C
S00893,O10893,2026-01-08,C0181,P0041,4,27484.47,0,109937.88,87020.32,22917.56,Online,Card,Same Day,Delivered,South,Hyderabad,Sales Rep A
S00894,O10894,2025-12-08,C0277,P0480,3,11454.06,0,34362.18,20941.35,13420.83,Online,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep A
S00895,O10895,2025-04-15,C0342,P0308,2,23019.82,0,46039.64,37985.62,8054.02,Online,UPI,Express,Returned,East,Bhubaneswar,Sales Rep A
S00896,O10896,2025-01-20,C0308,P0352,2,25682.36,0.05,48796.48,32920.74,15875.74,Store,Cash,Same Day,Returned,South,Hyderabad,Sales Rep A
S00897,O10897,2025-07-01,C0352,P0360,2,26819.68,0.2,42911.49,35177.18,7734.31,Online,Cash,Same Day,Delivered,North,Jaipur,Sales Rep B
S00898,O10898,2025-10-02,C0162,P0419,6,29452.41,0,176714.46,123537.3,53177.16,Partner,Card,Standard,Delivered,North,Delhi,Sales Rep B
S00899,O10899,2025-11-18,C0094,P0225,5,6218.59,0.05,29538.3,26495.35,3042.95,Online,UPI,Standard,Returned,North,Jaipur,Sales Rep A
S00900,O10900,2025-04-24,C0041,P0164,3,17977.02,0,53931.06,33109.41,20821.65,Partner,Card,Express,Delivered,South,Hyderabad,Sales Rep D
S00901,O10901,2025-12-14,C0325,P0456,1,4713.48,0.1,4242.13,2950.48,1291.65,Store,UPI,Express,Delivered,South,Chennai,Sales Rep D
S00902,O10902,2025-05-13,C0361,P0098,4,9255.21,0.15,31467.71,31469.96,-2.25,Partner,UPI,Express,Delivered,North,Delhi,Sales Rep A
S00903,O10903,2025-03-09,C0468,P0119,1,8656.26,0,8656.26,5576.67,3079.59,Store,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep C
S00904,O10904,2025-01-13,C0396,P0370,2,24594.03,0.2,39350.45,35105.06,4245.39,Partner,UPI,Standard,Delivered,North,Jaipur,Sales Rep C
S00905,O10905,2025-02-02,C0065,P0481,2,18210.16,0.1,32778.29,23060.58,9717.71,Online,Net Banking,Standard,Delivered,North,Delhi,Sales Rep C
S00906,O10906,2025-04-07,C0321,P0315,2,8970.41,0.2,14352.66,12983.42,1369.24,Store,Card,Same Day,Delivered,South,Hyderabad,Sales Rep C
S00907,O10907,2025-09-07,C0390,P0385,3,12437.12,0.2,29849.09,23427.57,6421.52,Partner,Net Banking,Standard,Delivered,West,Mumbai,Sales Rep C
S00908,O10908,2025-02-04,C0199,P0037,1,17740.25,0.1,15966.23,14113.57,1852.66,Store,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep D
S00909,O10909,2026-07-15,C0293,P0220,1,27926.61,0,27926.61,20749.91,7176.7,Partner,Cash,Same Day,Returned,South,Hyderabad,Sales Rep D
S00910,O10910,2025-09-05,C0135,P0023,4,21540.02,0.15,73236.07,73845.88,-609.81,Store,Card,Same Day,Delivered,East,Kolkata,Sales Rep B
S00911,O10911,2025-10-23,C0292,P0435,3,21530.96,0.15,54903.95,45552.84,9351.11,Partner,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep A
S00912,O10912,2026-04-15,C0202,P0252,4,8415.12,0,33660.48,20600.6,13059.88,Store,Net Banking,Standard,Delivered,West,Pune,Sales Rep B
S00913,O10913,2025-01-12,C0325,P0179,1,2084.01,0.1,1875.61,1264.48,611.13,Online,Cash,Express,Delivered,South,Chennai,Sales Rep B
S00914,O10914,2025-07-08,C0461,P0201,3,20197.89,0,60593.67,46565.61,14028.06,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep B
S00915,O10915,2026-08-10,C0339,P0485,6,3798.32,0,22789.92,16577.46,6212.46,Online,Card,Express,Delivered,South,Bengaluru,Sales Rep A
S00916,O10916,2025-02-02,C0036,P0008,5,14873.14,0,74365.7,56451.9,17913.8,Partner,Cash,Same Day,Delivered,East,Kolkata,Sales Rep C
S00917,O10917,2026-07-08,C0126,P0003,5,1179.98,0.1,5309.91,4457.3,852.61,Partner,Net Banking,Standard,Delivered,East,Bhubaneswar,Sales Rep B
S00918,O10918,2025-04-30,C0454,P0463,1,13755.57,0.1,12380.01,9036.74,3343.27,Store,Cash,Standard,Delivered,West,Pune,Sales Rep A
S00919,O10919,2025-12-09,C0145,P0459,4,22747.46,0.05,86440.35,66710.0,19730.35,Partner,Cash,Express,Delivered,South,Coimbatore,Sales Rep A
S00920,O10920,2026-03-10,C0088,P0304,3,31482.98,0,94448.94,70090.32,24358.62,Store,UPI,Standard,Delivered,South,Bengaluru,Sales Rep D
S00921,O10921,2025-07-03,C0344,P0412,1,10526.36,0.2,8421.09,6629.66,1791.43,Online,Cash,Express,Delivered,North,Jaipur,Sales Rep B
S00922,O10922,2026-04-19,C0040,P0131,4,13748.98,0,54995.92,43605.92,11390.0,Partner,Card,Standard,Returned,South,Coimbatore,Sales Rep A
S00923,O10923,2025-12-19,C0047,P0411,2,1684.78,0,3369.56,2133.3,1236.26,Partner,UPI,Standard,Delivered,West,Mumbai,Sales Rep D
S00924,O10924,2025-06-22,C0359,P0491,1,8669.17,0.2,6935.34,6581.16,354.18,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep A
S00925,O10925,2026-05-16,C0268,P0294,6,2259.44,0,13556.64,10044.78,3511.86,Partner,Net Banking,Same Day,Delivered,West,Pune,Sales Rep D
S00926,O10926,2025-04-25,C0055,P0396,5,8106.06,0.1,36477.27,25728.65,10748.62,Online,Net Banking,Express,Delivered,East,Kolkata,Sales Rep C
S00927,O10927,2026-04-20,C0292,P0384,6,5247.45,0.1,28336.23,22658.94,5677.29,Online,UPI,Express,Delivered,South,Bengaluru,Sales Rep A
S00928,O10928,2025-12-14,C0385,P0396,2,8106.06,0.1,14590.91,10291.46,4299.45,Partner,Card,Standard,Returned,West,Mumbai,Sales Rep B
S00929,O10929,2026-05-07,C0261,P0466,2,21655.64,0.15,36814.59,33269.72,3544.87,Store,Net Banking,Express,Delivered,South,Chennai,Sales Rep A
S00930,O10930,2025-06-22,C0264,P0071,6,27987.71,0.1,151133.63,132605.4,18528.23,Online,UPI,Standard,Delivered,North,Jaipur,Sales Rep B
S00931,O10931,2026-07-04,C0315,P0151,2,16628.22,0.2,26605.15,23192.06,3413.09,Online,Card,Same Day,Delivered,South,Hyderabad,Sales Rep A
S00932,O10932,2025-10-12,C0130,P0046,3,6759.63,0.1,18251.0,15168.48,3082.52,Store,Card,Same Day,Delivered,North,Delhi,Sales Rep A
S00933,O10933,2026-01-04,C0034,P0216,5,7148.91,0.15,30382.87,23461.9,6920.97,Partner,Card,Same Day,Delivered,West,Pune,Sales Rep B
S00934,O10934,2025-01-14,C0377,P0322,2,141.41,0,282.82,238.68,44.14,Partner,Card,Standard,Delivered,North,Delhi,Sales Rep B
S00935,O10935,2025-05-15,C0113,P0437,2,6556.82,0.2,10490.91,8780.3,1710.61,Store,Cash,Express,Delivered,West,Mumbai,Sales Rep A
S00936,O10936,2025-07-18,C0125,P0191,1,35783.11,0,35783.11,23413.15,12369.96,Partner,UPI,Express,Delivered,South,Bengaluru,Sales Rep A
S00937,O10937,2026-02-10,C0209,P0130,2,25519.41,0,51038.82,42773.4,8265.42,Partner,UPI,Express,Delivered,South,Chennai,Sales Rep D
S00938,O10938,2025-12-31,C0234,P0236,4,30684.94,0.15,104328.8,75733.88,28594.92,Online,Card,Standard,Delivered,North,Delhi,Sales Rep A
S00939,O10939,2025-04-02,C0334,P0083,4,14792.88,0.2,47337.22,39386.28,7950.94,Partner,UPI,Express,Delivered,East,Bhubaneswar,Sales Rep D
S00940,O10940,2025-02-11,C0443,P0312,2,21290.98,0.15,36194.67,27514.54,8680.13,Partner,Card,Standard,Delivered,South,Bengaluru,Sales Rep C
S00941,O10941,2026-07-09,C0127,P0432,3,28085.94,0,84257.82,69557.4,14700.42,Partner,Cash,Express,Delivered,North,Delhi,Sales Rep B
S00942,O10942,2025-07-27,C0291,P0042,1,5795.14,0.1,5215.63,3897.68,1317.95,Store,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep C
S00943,O10943,2026-01-13,C0208,P0286,4,8522.98,0.1,30682.73,23617.52,7065.21,Store,UPI,Express,Delivered,South,Chennai,Sales Rep D
