order_id,customer_id,order_date,order_status,channel,currency,subtotal,discount_amount,tax_amount,shipping_cost,total_amount,promo_code,shipping_city,shipping_state,shipping_country,last_updated
O00009800,C003923,04/24/2025 11:21,Delivered,Store,INR,1905.00,95.25,325.76,0.00,2135.51,APP5,Mumbai,Delhi,United Kingdom,2025-05-02 09:21:00
O00009801,C000049,2026-03-18 03:18:00,Cancelled,Web,INR,327698.00,64029.30,47460.37,0.00,311129.07,APP5,Toronto,Telangana,India,2026-03-23 08:18:00
O00009802,C005235,2025-03-25 22:38:00,Delivered,Store,INR,570648.00,71928.30,89769.55,0.00,588489.25,APP5,Hyderabad,Tamil Nadu,United States,2025-04-02 15:38:00
O00009803,C004523,2024-03-17 06:45:00,Placed,Marketplace,INR,218226.00,47872.80,30663.58,0.00,201016.78,FESTIVE20,Bengaluru,Maharashtra,India,2024-03-21 02:45:00
O00009804,C000169,2025-10-31 00:38:00,complete,Store,INR,4394.00,1537.90,514.10,0.00,3370.20,FESTIVE20,Kolkata,Maharashtra,United States,2025-11-07 18:38:00
O00009805,C000800,2025-08-08 09:04:00,Delivered,Marketplace,INR,86613.00,5293.25,14637.56,0.00,95957.31,APP5,Chennai,England,India,2025-08-17 13:04:00
O00009806,C005744,2024-12-11 15:30:00,Delivered,Mobile,INR,92447.00,16035.90,13754.00,0.00,90165.10,NEW10,Kolkata,England,United Kingdom,2024-12-20 09:30:00
O00009807,C003715,2025-07-27 18:29:00,Delivered,Store,INR,12314.00,2392.10,1785.94,0.00,11707.84,VIP15,Bengaluru,England,United States,2025-07-28 23:29:00
O00009808,C000184,2025-06-18 09:11:00,Pending,Web,INR,335698.00,0.00,60425.64,0.00,396123.64,,Toronto,Tamil Nadu,United Kingdom,2025-06-25 02:11:00
O00009809,C004294,2026/01/24 23:41:00,Delivered,Mobile,INR,136684.00,41005.20,17222.18,0.00,112900.98,VIP15,Pune,Maharashtra,India,2026-02-02 00:41:00
O00009810,C000037,08/10/2025 21:28,Delivered,Web,INR,26502.00,1851.10,4437.16,0.00,29088.06,,Chennai,West Bengal,India,2025-08-12 15:28:00
O00009811,C005787,2026-01-03 06:13:00,Processing,Store,INR,379323.00,114055.80,47748.10,0.00,313015.30,FESTIVE20,Kolkata,England,India,2026-01-03 21:13:00
O00009812,C004488,2025-11-13 17:53:00,Shipped,Mobile,INR,343009.00,23491.85,57513.09,-10.00,377030.24,APP5,Kolkata,West Bengal,India,2025-11-18 03:53:00
O00009813,C002894,2025-04-09 17:57:00,Delivered,Marketplace,INR,179568.00,26935.20,27473.90,0.00,180106.70,APP5,Austin,Ontario,United Kingdom,2025-04-10 19:57:00
O00009814,C005579,2025-02-28 09:44:00,Shipped,Marketplace,INR,269184.00,53279.60,38862.79,0.00,254767.19,VIP15,Kochi,Maharashtra,United States,2025-03-07 21:44:00
O00009815,C001424,2024-09-11 06:50:00,Shipped,Mobile,USD,4255.00,1063.75,574.42,0.00,3765.67,APP5,Kochi,Telangana,India,2024-09-19 03:50:00
O00009816,C005221,2026-05-13 22:23:00,Delivered,Store,INR,76820.00,12976.80,11491.78,0.00,75334.98,,Kolkata,Maharashtra,United States,2026-05-16 12:23:00
O00009817,C004690,2025-09-02 00:53:00,Returned,Marketplace,INR,473863.00,134925.50,61008.75,0.00,399946.25,FESTIVE20,Mumbai,Tamil Nadu,United States,2025-09-05 04:53:00
O00009818,C000494,2026-04-20 08:06:00,Shipped,Mobile,INR,117424.00,17613.60,17965.87,0.00,117776.27,VIP15,Hyderabad,Maharashtra,United Kingdom,2026-04-26 10:06:00
O00009819,C000913,2024-11-13 09:52:00,Processing,Mobile,INR,348407.00,75687.40,49089.53,0.00,321809.13,APP5,Delhi,Telangana,India,2024-11-18 12:52:00
O00009820,C003383,04/04/2024 13:00,Delivered,Marketplace,INR,67316.00,11101.95,10118.53,0.00,66332.58,VIP15,Mumbai,Tamil Nadu,India,2024-04-11 16:00:00
O00009821,C002435,2024-09-30 16:26:00,CANCELLED,Store,INR,609922.00,84963.10,94492.60,0.00,619451.50,APP5,Delhi,Karnataka,United States,2024-10-08 04:26:00
O00009822,C005064,2025-03-25 12:53:00,Delivered,Mobile,INR,30955.00,4619.25,4740.44,0.00,31076.19,,Bengaluru,Ontario,India,2025-04-02 18:53:00
O00009823,C000986,2025-07-25 08:54:00,complete,Mobile,INR,19358.00,7072.40,2211.41,0.00,14497.01,FESTIVE20,Pune,Karnataka,United States,2025-07-31 10:54:00
O00009824,C001596,2024-02-28 05:20:00,Cancelled,Web,INR,216174.00,43055.70,31161.29,0.00,204279.59,VIP15,Austin,Kerala,United Kingdom,2024-03-08 15:20:00
O00009825,C005196,2026-05-26 05:45:00,Pending,Web,INR,197798.00,44543.50,27585.81,0.00,180840.31,NEW10,Delhi,Maharashtra,United Kingdom,2026-05-26 23:45:00
O00009826,C003546,2024/03/09 01:45:00,Delivered,Mobile,INR,4684.00,468.40,758.81,0.00,4974.41,,Chennai,Karnataka,United Kingdom,2024-03-09 13:45:00
O00009827,C004758,2024-03-02 02:55:00,Processing,web,INR,231754.00,23503.65,37485.06,0.00,245735.41,NEW10,Pune,Tamil Nadu,United States,2024-03-12 00:55:00
O00009828,C003641,2025-06-19 03:10:00,Delivered,Mobile,INR,326534.00,15998.70,55896.35,0.00,366431.65,,Hyderabad,Washington,India,2025-06-20 12:10:00
O00009829,C005868,2025-10-11 03:45:00,Shipped,Marketplace,INR,8162.00,540.90,1371.80,0.00,8992.90,APP5,Hyderabad,Tamil Nadu,United States,2025-10-14 04:45:00
O00009830,C002420,02/27/2024 16:18,Cancelled,Marketplace,INR,183616.00,45904.00,24788.16,0.00,162500.16,FESTIVE20,Chennai,Maharashtra,United Kingdom,2024-03-07 05:18:00
O00009831,C001050,2026-02-20 20:48:00,Delivered,Mobile,INR,418887.00,69883.80,62820.58,0.00,411823.78,VIP15,Delhi,Washington,India,2026-02-25 01:48:00
O00009832,C002556,2026-02-04 18:08:00,Cancelled,Web,INR,168407.00,33681.40,24250.61,0.00,158976.21,FESTIVE20,Chennai,England,India,2026-02-10 19:08:00
O00009833,C004646,2024-11-12 08:18:00,Processing,Mobile,INR,331165.00,35088.00,53293.86,0.00,349370.86,NEW10,Toronto,Telangana,United States,2024-11-18 19:18:00
O00009834,C004112,2025-08-15 10:44:00,UNKNOWN,Mobile,INR,119834.00,47778.60,12969.97,0.00,85025.37,FESTIVE20,Seattle,Maharashtra,India,2025-08-25 00:44:00
O00009835,C005787,2025-02-07 15:14:00,Delivered,Store,INR,317783.00,104740.75,38347.60,0.00,251389.85,FESTIVE20,Toronto,Karnataka,India,2025-02-11 08:14:00
O00009836,C003481,2024-06-15 11:28:00,Delivered,Marketplace,INR,165525.00,66210.00,17876.70,0.00,117191.70,FESTIVE20,London,West Bengal,India,2024-06-15 22:28:00
O00009837,C005041,2024-04-28 13:18:00,Delivered,Web,USD,144165.00,8930.40,24342.23,0.00,159576.83,,Chennai,Delhi,United Kingdom,2024-05-04 20:18:00
O00009838,C002238,2026-01-25 02:25:00,Delivered,Mobile,INR,117545.00,17631.75,17984.38,0.00,117897.63,VIP15,London,Maharashtra,India,2026-01-25 21:25:00
O00009839,C002575,2026-01-29 13:37:00,Shipped,Store,USD,377510.00,98550.50,50212.71,0.00,329172.21,VIP15,Seattle,Kerala,India,2026-02-01 06:37:00
O00009840,C005515,11/09/2024 08:59,Delivered,Web,INR,17664.00,5196.00,2244.24,0.00,14712.24,FESTIVE20,London,Tamil Nadu,India,2024-11-13 18:59:00
O00009841,C005232,2025-08-23 01:09:00,Delivered,Marketplace,INR,234878.00,45913.30,34013.65,0.00,222978.35,NEW10,Pune,Texas,India,2025-08-30 08:09:00
O00009842,C002536,2024-02-21 11:53:00,complete,Mobile,INR,18720.00,3632.25,2715.80,0.00,17803.55,APP5,Mumbai,Telangana,India,2024-02-29 03:53:00
O00009843,C002491,2025/08/10 21:07:00,Processing,Store,INR,52197.00,0.00,9395.46,0.00,61592.46,,Seattle,Kerala,United Kingdom,2025-08-19 08:07:00
O00009844,C002384,2025-11-09 03:54:00,Shipped,Store,INR,336942.00,39084.00,53614.44,0.00,351472.44,NEW10,Kolkata,Texas,India,2025-11-13 15:54:00
O00009845,C001586,2026-03-30 14:36:00,Returned,Web,INR,89820.00,17964.00,12934.08,0.00,84790.08,FESTIVE20,Delhi,Ontario,India,2026-04-04 02:36:00
O00009846,C000215,2024-05-18 21:36:00,Shipped,Web,INR,435177.00,100899.45,60169.96,0.00,394447.51,NEW10,Austin,Maharashtra,India,2024-05-21 08:36:00
O00009847,C005087,2025-07-31 02:59:00,Processing,Mobile,INR,31684.00,9505.20,3992.18,0.00,26170.98,FESTIVE20,Toronto,West Bengal,India,2025-08-08 18:59:00
O00009848,C001585,2026-06-23 05:13:00,Delivered,Marketplace,INR,635945.00,206356.00,77326.02,0.00,506915.02,FESTIVE20,Toronto,Kerala,India,2026-07-01 01:13:00
O00009849,C001623,2025-07-15 04:22:00,Delivered,Mobile,INR,255752.00,55406.40,36062.21,0.00,236407.81,VIP15,Kolkata,Telangana,India,2025-07-16 07:22:00
O00009850,C000393,10/16/2024 15:12,Delivered,Store,INR,62698.00,-50.00,8029.10,0.00,52635.20,VIP15,Chennai,Texas,India,2024-10-18 23:12:00
O00009851,C004987,2025-12-14 20:56:00,Delivered,Store,INR,757684.00,185706.15,102956.01,0.00,674933.86,VIP15,Kochi,Telangana,United States,2025-12-23 11:56:00
O00009852,C005305,2024-10-27 07:02:00,Shipped,Mobile,INR,29196.00,5916.55,4190.30,0.00,27469.75,APP5,Austin,England,India,2024-11-01 21:02:00
O00009853,C002452,2025-11-08 09:56:00,Shipped,Marketplace,INR,17300.00,2595.00,2646.90,0.00,17351.90,VIP15,Kolkata,Telangana,India,2025-11-11 19:56:00
O00009854,C001124,2026-04-11 13:03:00,Delivered,Marketplace,INR,40491.00,4268.05,6520.13,0.00,42743.08,,Kochi,Telangana,India,2026-04-14 08:03:00
O00009855,C003370,2026-03-11 07:34:00,Delivered,Mobile,INR,117058.00,22637.90,16995.62,0.00,111415.72,APP5,Bengaluru,Tamil Nadu,United Kingdom,2026-03-15 22:34:00
O00009856,C004521,2024-08-24 17:07:00,Processing,Store,INR,41300.00,0.00,7434.00,0.00,48734.00,,Hyderabad,Maharashtra,United Kingdom,2024-08-30 06:07:00
O00009857,C005278,2026-05-11 08:57:00,Cancelled,Web,INR,388978.00,36387.90,63466.22,0.00,416056.32,APP5,Kochi,Maharashtra,India,2026-05-20 11:57:00
O00009858,C005706,2024-01-18 14:08:00,Delivered,mobile,INR,9340.00,0.00,1681.20,0.00,11021.20,,Hyderabad,Kerala,United Kingdom,2024-01-24 03:08:00
O00009859,C002330,2024-01-31 01:53:00,Shipped,Marketplace,EUR,139894.00,33358.25,19176.44,0.00,125712.19,VIP15,Hyderabad,Tamil Nadu,India,2024-02-01 14:53:00
O00009860,C001158,09/06/2024 20:56,Delivered,Store,INR,67004.00,15122.20,9338.72,0.00,61220.52,FESTIVE20,Chennai,Ontario,India,2024-09-12 16:56:00
O00009861,C003944,2025-10-08 23:10:00,complete,Web,INR,311241.00,86855.95,40389.31,0.00,264774.36,VIP15,Mumbai,Washington,India,2025-10-09 10:10:00
O00009862,C002128,2026-01-17 14:12:00,Shipped,Web,INR,83683.00,26971.55,10208.06,0.00,66919.51,FESTIVE20,Kolkata,Telangana,India,2026-01-26 19:12:00
O00009863,C001008,2024-05-19 02:48:00,Delivered,Marketplace,INR,396146.00,59421.90,60610.34,0.00,397334.44,VIP15,Seattle,England,India,2024-05-26 01:48:00
O00009864,C001837,2025-13-40,Delivered,Store,INR,136662.00,34944.50,18309.15,0.00,120026.65,VIP15,Delhi,Texas,India,2026-05-05 21:54:00
O00009865,C001323,2024-05-05 05:01:00,Shipped,Marketplace,INR,1508.00,527.80,176.44,79.00,1235.64,VIP15,Kochi,Washington,India,2024-05-14 16:01:00
O00009866,C005172,2024-01-27 23:53:00,Delivered,Web,INR,279018.00,13602.20,47774.84,0.00,313190.64,,Kochi,Ontario,India,2024-02-01 03:53:00
O00009867,C003374,2024-01-27 17:45:00,CANCELLED,Mobile,INR,177723.00,28994.25,26771.18,0.00,175499.93,VIP15,Seattle,Ontario,United Kingdom,2024-01-30 02:45:00
O00009868,C001411,2024-06-06 17:29:00,Delivered,Web,INR,3640.00,364.00,589.68,0.00,3865.68,APP5,Mumbai,Karnataka,India,2024-06-11 16:29:00
O00009869,C002321,2026-05-23 11:44:00,Processing,Marketplace,INR,1959.00,489.75,264.46,0.00,1733.71,VIP15,Toronto,Kerala,India,2026-05-31 01:44:00
O00009870,C002659,07/21/2025 16:42,Placed,Web,INR,403812.00,0.00,72686.16,0.00,476498.16,,Pune,England,India,2025-07-27 11:42:00
O00009871,C001863,2024-07-17 05:05:00,Delivered,Web,INR,418059.00,20902.95,71488.09,0.00,468644.14,APP5,Austin,Maharashtra,India,2024-07-22 21:05:00
O00009872,C002198,2024-07-13 00:54:00,Processing,Web,INR,560324.00,152184.40,73465.13,0.00,481604.73,FESTIVE20,Seattle,Maharashtra,India,2024-07-19 17:54:00
O00009873,C002484,2026-02-27 10:15:00,Shipped,Marketplace,INR,395913.00,9687.15,69520.65,0.00,455746.50,,Delhi,Maharashtra,United Kingdom,2026-03-02 09:15:00
O00009874,C003711,2026-01-02 02:49:00,Shipped,Mobile,INR,8720.00,1744.00,1255.68,0.00,8231.68,APP5,London,Maharashtra,United States,2026-01-07 11:49:00
O00009875,C001668,2024-06-30 04:32:00,Shipped,Store,INR,198146.00,20983.10,31889.32,0.00,209052.22,NEW10,Seattle,Texas,India,2024-07-03 03:32:00
O00009876,C002895,2024-09-05 20:33:00,Cancelled,Marketplace,INR,39100.00,3521.50,6404.13,0.00,41982.63,APP5,Bengaluru,Kerala,India,2024-09-14 21:33:00
O00009877,C909877,2025/04/20 08:25:00,Shipped,Mobile,EUR,100928.00,35324.80,11808.58,0.00,77411.78,VIP15,Delhi,Karnataka,United States,2025-04-26 08:25:00
O00009878,C001237,2025-06-08 17:17:00,Delivered,Marketplace,INR,129982.00,6499.10,22226.92,0.00,145709.82,APP5,Seattle,Maharashtra,India,2025-06-17 06:17:00
O00009879,C002288,2026-01-23 18:09:00,Delivered,Marketplace,INR,403614.00,52428.90,63213.32,0.00,414398.42,NEW10,Austin,Delhi,India,2026-01-28 17:09:00
O00009880,C001583,03/13/2025 08:57,Shipped,Mobile,INR,19454.00,3888.90,2801.72,0.00,18366.82,APP5,Chennai,Maharashtra,United States,2025-03-18 17:57:00
O00009881,C002110,2024-05-09 13:47:00,Shipped,Web,EUR,294708.00,73677.00,39785.58,0.00,260816.58,VIP15,Chennai,Washington,United Kingdom,2024-05-12 10:47:00
O00009882,C004906,2025-04-09 22:17:00,Delivered,Web,INR,13756.00,1375.60,2228.47,0.00,14608.87,NEW10,Mumbai,Telangana,India,2025-04-14 14:17:00
O00009883,C003039,2026-05-22 13:24:00,Shipped,Web,INR,217972.00,52251.75,29829.64,0.00,195549.89,VIP15,Chennai,Tamil Nadu,United Kingdom,2026-05-25 19:24:00
O00009884,C000749,2024-12-05 01:55:00,Delivered,Web,USD,483985.00,111221.25,67097.48,0.00,439861.23,VIP15,Pune,Washington,India,2024-12-05 20:55:00
O00009885,C002645,2025-11-01 11:24:00,Cancelled,Marketplace,INR,10980.00,0.00,1976.40,0.00,12956.40,,Seattle,Telangana,United States,2025-11-05 21:24:00
O00009886,C005064,2025-07-17 19:55:00,Delivered,Store,INR,275409.00,19173.25,46122.44,0.00,302358.19,,London,Delhi,India,2025-07-22 22:55:00
O00009887,C004771,2025-04-13 14:41:00,Shipped,Marketplace,INR,126053.00,14926.85,20002.71,0.00,131128.86,,Kochi,Telangana,United States,2025-04-15 18:41:00
O00009888,C005523,2025-02-03 22:51:00,Processing,Marketplace,INR,157514.00,1157.70,28144.13,0.00,184500.43,,Kolkata,West Bengal,United States,2025-02-05 12:51:00
O00009889,C003750,2025-08-27 10:46:00,Delivered,mobile,INR,2144.00,0.00,385.92,0.00,2529.92,,Delhi,Ontario,India,2025-09-03 18:46:00
O00009890,C005475,06/22/2026 20:08,Delivered,Web,INR,251348.00,58389.85,34732.47,0.00,227690.62,VIP15,Chennai,Maharashtra,India,2026-06-22 22:08:00
O00009891,C002094,2024-06-18 18:21:00,Processing,Marketplace,INR,15304.00,2295.60,2341.51,0.00,15349.91,VIP15,Toronto,Maharashtra,India,2024-06-22 00:21:00
O00009892,C002039,2024-02-26 07:29:00,Shipped,Store,USD,194484.00,19608.00,31477.68,0.00,206353.68,NEW10,Austin,Texas,United States,2024-03-01 09:29:00
O00009893,C000199,2024-04-08 00:06:00,Processing,Mobile,INR,7176.00,0.00,1291.68,0.00,8467.68,,Pune,Karnataka,India,2024-04-08 02:06:00
O00009894,C000957,2025/05/15 12:56:00,Delivered,Store,INR,100108.00,0.00,18019.44,0.00,118127.44,,Seattle,Texas,India,2025-05-21 01:56:00
O00009895,C002205,2024-02-28 23:59:00,Shipped,Marketplace,INR,307560.00,117230.20,34259.36,0.00,224589.16,FESTIVE20,Mumbai,Karnataka,United States,2024-03-04 01:59:00
O00009896,C002644,2026-04-10 12:43:00,Delivered,Marketplace,INR,175604.00,26776.20,26789.00,0.00,175616.80,VIP15,Seattle,Texas,India,2026-04-16 17:43:00
O00009897,C003925,2025-04-24 11:34:00,Delivered,Store,INR,124895.00,6244.75,21357.04,0.00,140007.29,APP5,Seattle,England,United States,2025-04-25 14:34:00
O00009898,C004437,2025-10-22 12:25:00,Delivered,Marketplace,INR,2788.00,465.00,418.14,0.00,2741.14,NEW10,Chennai,Karnataka,United Kingdom,2025-10-24 06:25:00
O00009899,C003983,2024-05-26 07:55:00,Processing,Mobile,INR,365833.00,109271.10,46181.14,0.00,302743.04,NEW10,Delhi,Telangana,India,2024-05-26 07:55:00
O00009900,C001191,02/11/2026 15:18,Delivered,Store,INR,158137.00,31859.95,22729.87,0.00,149006.92,FESTIVE20,Hyderabad,England,United States,2026-02-15 12:18:00
O00009901,C000325,2025-04-14 04:38:00,Delivered,Store,INR,88310.00,22208.00,11898.36,0.00,78000.36,NEW10,Chennai,Delhi,United Kingdom,2025-04-19 17:38:00
O00009902,C004027,2026-01-29 00:59:00,Delivered,Marketplace,EUR,273534.00,59589.30,38510.05,0.00,252454.75,NEW10,Kolkata,Texas,United States,2026-02-05 20:59:00
O00009903,C005566,2026-02-13 15:47:00,Shipped,Store,INR,149238.00,30043.20,21455.06,0.00,140649.86,FESTIVE20,Chennai,Texas,United Kingdom,2026-02-19 02:47:00
O00009904,C005140,2025-09-29 08:09:00,Returned,Mobile,INR,25320.00,7567.50,3195.45,0.00,20947.95,NEW10,Austin,Delhi,India,2025-10-07 13:09:00
O00009905,C003164,2025-03-23 22:51:00,Processing,Mobile,INR,270898.00,46394.60,40410.61,0.00,264914.01,APP5,Seattle,England,India,2025-03-24 17:51:00
O00009906,C004526,2025-11-01 04:57:00,Cancelled,Marketplace,INR,478449.00,93229.00,69339.60,0.00,454559.60,,Chennai,England,India,2025-11-01 12:57:00
O00009907,C003943,2024-04-25 20:31:00,Delivered,Web,INR,585057.00,167117.10,75229.18,0.00,493169.08,FESTIVE20,Kochi,Washington,India,2024-04-30 12:31:00
O00009908,C005751,2025-07-28 03:09:00,Shipped,Mobile,INR,321724.00,2034.00,57544.20,0.00,377234.20,,Kolkata,Telangana,United States,2025-07-31 22:09:00
O00009909,C002201,2025-01-27 13:43:00,Cancelled,Store,INR,326874.00,3374.70,58229.87,0.00,381729.17,,London,Washington,United States,2025-01-31 12:43:00
O00009910,C002688,01/01/2026 16:34,Processing,Store,INR,232628.00,68955.25,29461.10,0.00,193133.85,NEW10,Pune,West Bengal,United States,2026-01-04 16:34:00
O00009911,C003537,2024/09/04 22:42:00,Processing,Store,INR,5916.00,591.60,958.39,0.00,6282.79,APP5,Pune,Delhi,India,2024-09-12 21:42:00
O00009912,C004602,2025-08-02 04:38:00,Delivered,Marketplace,INR,109129.00,12130.90,17459.66,0.00,114457.76,NEW10,Kolkata,Delhi,India,2025-08-06 10:38:00
O00009913,C005622,2025-07-08 20:16:00,Delivered,Marketplace,INR,200190.00,20019.00,32430.78,0.00,212601.78,APP5,Pune,Karnataka,United States,2025-07-13 12:16:00
O00009914,C004216,2026-04-22 03:32:00,Shipped,Mobile,INR,275022.00,91454.00,33042.24,0.00,216610.24,FESTIVE20,London,England,India,2026-05-01 21:32:00
O00009915,C004024,2025-06-29 16:35:00,Delivered,Web,INR,118737.00,26704.20,16565.90,0.00,108598.70,NEW10,Hyderabad,Kerala,United Kingdom,2025-07-05 17:35:00
O00009916,C000782,2024-03-07 04:46:00,Delivered,Store,INR,56337.00,5633.70,9126.59,0.00,59829.89,APP5,Bengaluru,Tamil Nadu,India,2024-03-12 10:46:00
O00009917,C002978,2025-08-29 17:03:00,Placed,Store,INR,267154.00,12237.80,18%,0.00,300801.12,,Austin,Delhi,India,2025-09-03 18:03:00
O00009918,C005322,2026-05-16 11:18:00,complete,Marketplace,INR,173329.00,825.00,31050.72,0.00,203554.72,,Hyderabad,Ontario,United Kingdom,2026-05-25 01:18:00
O00009919,C003658,2025-02-18 01:13:00,Processing,Mobile,INR,246487.00,88763.00,28390.32,0.00,186114.32,FESTIVE20,Mumbai,Karnataka,India,2025-02-26 01:13:00
O00009920,C000692,08/19/2025 18:33,Delivered,store,INR,5741.00,674.65,911.94,0.00,5978.29,APP5,London,Karnataka,India,2025-08-25 19:33:00
O00009921,C005552,2024-05-29 15:24:00,Delivered,Mobile,INR,273547.00,13332.25,46838.66,0.00,307053.41,,Mumbai,Washington,India,2024-06-04 00:24:00
O00009922,C002849,2024-09-18 14:21:00,Delivered,Web,INR,141219.00,14121.90,22877.48,0.00,149974.58,NEW10,Austin,Texas,India,2024-09-25 05:21:00
O00009923,C002982,2026-02-05 09:25:00,Delivered,Web,INR,85611.00,19738.55,11857.04,0.00,77729.49,APP5,Hyderabad,Delhi,India,2026-02-10 05:25:00
O00009924,C003504,2024-08-19 07:49:00,Delivered,Mobile,INR,565445.00,148646.30,75023.77,0.00,491822.47,FESTIVE20,Austin,Karnataka,India,2024-08-29 06:49:00
O00009925,C001723,2024-03-19 20:53:00,Processing,Store,INR,366309.00,109860.10,46160.80,0.00,302609.70,VIP15,Mumbai,Washington,India,2024-03-25 13:53:00
O00009926,C004868,2026-03-05 09:07:00,Delivered,Mobile,INR,166059.00,19823.95,26322.31,0.00,172557.36,NEW10,Mumbai,Delhi,India,2026-03-06 00:07:00
O00009927,C000336,2024-05-02 19:36:00,Delivered,Mobile,INR,746916.00,74882.00,120966.12,0.00,793000.12,NEW10,Mumbai,Maharashtra,India,2024-05-03 11:36:00
O00009928,C005193,2024/03/02 16:22:00,Processing,Web,INR,16521.00,2495.85,2524.53,0.00,16549.68,NEW10,Kochi,Kerala,United Kingdom,2024-03-02 17:22:00
O00009929,C005640,2025-06-15 15:58:00,Cancelled,Mobile,INR,666701.00,132824.20,96097.82,0.00,629974.62,VIP15,Toronto,Ontario,United Kingdom,2025-06-24 18:58:00
O00009930,C001744,06/02/2024 05:21,Delivered,Mobile,EUR,243.00,72.90,30.62,79.00,279.72,NEW10,Pune,Ontario,India,2024-06-11 06:21:00
O00009931,C000379,2026-05-04 19:25:00,Returned,Web,INR,158666.00,47767.00,19961.82,0.00,130860.82,VIP15,Kolkata,West Bengal,India,2026-05-08 01:25:00
O00009932,C002248,2026-03-13 22:21:00,Cancelled,Mobile,INR,not_available,5019.75,5982.16,0.00,39216.41,,Kolkata,England,India,2026-03-18 21:21:00
O00009933,C004090,2025-05-16 10:24:00,Shipped,Mobile,INR,103885.00,6753.50,17483.67,0.00,114615.17,APP5,Toronto,Ontario,United States,2025-05-23 15:24:00
O00009934,C003251,2026-03-16 09:40:00,Shipped,Mobile,INR,216966.00,21469.40,35189.39,0.00,230685.99,,Toronto,Karnataka,United States,2026-03-23 16:40:00
O00009935,C000558,2025-06-28 14:59:00,Processing,Web,INR,190717.00,53272.70,24739.97,0.00,162184.27,FESTIVE20,Chennai,Tamil Nadu,India,2025-07-02 18:59:00
O00009936,C005133,2025-09-10 22:40:00,Shipped,Store,INR,8388.00,419.40,1434.35,0.00,9402.95,APP5,Mumbai,Karnataka,United States,2025-09-17 23:40:00
O00009937,C005061,2025-07-31 04:46:00,Processing,Mobile,INR,276985.00,41547.75,42378.70,0.00,277815.95,VIP15,Kochi,Ontario,United Kingdom,2025-08-07 15:46:00
O00009938,C003251,2026-03-01 02:16:00,Cancelled,Mobile,INR,4368.00,1310.40,550.37,0.00,3607.97,VIP15,Austin,Tamil Nadu,United States,2026-03-10 06:16:00
O00009939,C004697,2024-07-10 05:53:00,Delivered,Mobile,INR,71930.00,14386.00,10357.92,0.00,67901.92,FESTIVE20,Austin,Washington,India,2024-07-18 11:53:00
O00009940,C002366,09/29/2024 03:25,Delivered,Web,INR,309879.00,35294.00,49425.30,0.00,324010.30,APP5,Pune,Kerala,India,2024-10-02 19:25:00
O00009941,C004586,2025-09-28 18:13:00,Processing,Store,INR,39725.00,1986.25,6792.98,0.00,44531.73,APP5,Kolkata,Tamil Nadu,India,2025-10-02 10:13:00
O00009942,C003687,2025-08-25 12:49:00,Processing,Marketplace,EUR,375320.00,66479.20,55591.34,0.00,364432.14,VIP15,Toronto,Washington,United States,2025-08-28 16:49:00
O00009943,C002860,2024-05-08 12:07:00,Delivered,social-media,INR,81357.00,12889.95,12324.07,0.00,80791.12,VIP15,Kochi,Kerala,India,2024-05-10 10:07:00
O00009944,C004325,2025-03-23 18:23:00,Shipped,Marketplace,INR,3064.00,459.60,468.79,0.00,3073.19,VIP15,Bengaluru,Washington,United Kingdom,2025-03-26 09:23:00
O00009945,C005353,2025/02/15 10:50:00,Shipped,Store,INR,13168.00,4608.80,1540.66,0.00,10099.86,FESTIVE20,London,Ontario,India,2025-02-17 11:50:00
O00009946,C000973,2025-07-06 01:23:00,Delivered,Store,INR,434561.00,87356.80,62496.76,0.00,409700.96,FESTIVE20,Hyderabad,Kerala,India,2025-07-13 04:23:00
O00009947,C000273,2025-09-26 20:24:00,Delivered,Mobile,INR,160831.00,24003.05,24629.03,0.00,161456.98,NEW10,London,Ontario,India,2025-09-27 01:24:00
O00009948,C005121,2025-06-28 04:14:00,Shipped,Store,INR,111594.00,26723.55,15276.68,0.00,100147.13,VIP15,London,Ontario,India,2025-07-05 21:14:00
O00009949,C002509,2024-01-06 16:13:00,Shipped,Mobile,USD,110406.00,22081.20,15898.46,0.00,104223.26,NEW10,Pune,Texas,India,2024-01-15 17:13:00
O00009950,C005306,01/07/2024 19:34,Placed,Store,EUR,7740.00,1548.00,1114.56,0.00,7306.56,FESTIVE20,Chennai,England,India,2024-01-11 12:34:00
O00009951,C003869,2024-11-07 23:12:00,Shipped,mobile,INR,126592.00,25318.40,18229.25,0.00,119502.85,FESTIVE20,Seattle,Maharashtra,India,2024-11-08 03:12:00
O00009952,C005711,2024-07-15 00:06:00,Delivered,Mobile,INR,59655.00,13794.75,8254.84,0.00,54115.09,NEW10,Seattle,England,United States,2024-07-18 11:06:00
O00009953,C004826,2025-09-05 12:48:00,Delivered,Mobile,INR,33469.00,7795.50,4621.23,0.00,30294.73,FESTIVE20,Hyderabad,Ontario,India,2025-09-12 23:48:00
O00009954,C001093,2024-12-26 02:44:00,Delivered,Marketplace,INR,74103.00,12864.30,11022.97,0.00,72261.67,NEW10,Kolkata,Texas,India,2024-12-31 02:44:00
O00009955,C005752,2025-08-18 17:20:00,Shipped,Marketplace,BTC,743460.00,63265.60,122434.99,0.00,802629.39,,Austin,Washington,United Kingdom,2025-08-20 15:20:00
