return_id,order_id,product_id,return_date,return_reason,return_status,refund_amount
RET0001449,O00019940,P01129,2025-02-09,Size Issue,Refunded,28420.15
RET0001450,O00003342,P00615,2025-03-20,Changed Mind,Refunded,2777.65
RET0001451,O00017088,P00757,2025-08-28,Late Delivery,Approved,72498.45
RET0001452,O00023898,P00986,2025-01-27,Quality Issue,Refunded,2307.42
RET0001453,O00015555,P00145,2025-07-19,Late Delivery,Refunded,8293.45
RET0001454,O00001223,P00715,2025-11-20,Wrong Item,Rejected,101656.23
RET0001455,O00002695,P00338,2024-09-30,,Refunded,76446.31
RET0001456,O00004114,P00190,2024-06-03,Late Delivery,Rejected,10044.72
RET0001457,O00001362,P00717,2025-04-27,Not as Described,Rejected,156299.61
RET0001458,O00001718,P00896,2024-11-29,Quality Issue,Requested,8496.29
RET0001459,O00023585,P00036,2025-11-28,Quality Issue,Rejected,55623.11
RET0001460,O00020198,P00865,2026-06-07,Wrong Item,Rejected,4871.90
RET0001461,O00003390,P00187,2024-09-21,Late Delivery,Rejected,4213.23
RET0001462,O00009860,P00576,2024-10-10,Quality Issue,Refunded,32623.02
RET0001463,O00021608,P00434,2024-08-07,Changed Mind,Approved,37418.49
RET0001464,O00009433,P00533,2025-10-05,Late Delivery,Requested,71910.51
RET0001465,O00005872,P00278,2024-11-22,Damaged,Requested,59046.21
RET0001466,O00022096,P01137,2024-10-21,Changed Mind,Refunded,141272.28
RET0001467,O00002542,P00712,2024-05-18,Size Issue,Requested,31854.58
RET0001468,O00005600,P00667,2026-07-10,Damaged,Requested,55149.30
RET0001469,O00013106,P00422,2026-01-05,Quality Issue,Requested,100695.19
RET0001470,O00019104,P01035,2026-03-08,Damaged,Approved,7627.56
RET0001471,O00002114,P00943,2025-05-21,Changed Mind,Requested,3154.99
RET0001472,O00009319,P01178,2024-02-26,Quality Issue,Approved,4414.79
RET0001473,O00021287,P00220,2026-03-31,Quality Issue,Approved,86965.93
RET0001474,O00023452,P00609,2026-03-13,Changed Mind,Requested,15895.29
RET0001475,O00013060,P00624,2024-10-31,Late Delivery,Approved,2482.78
RET0001476,O00017912,P00936,2024-09-01,Quality Issue,Requested,185874.83
RET0001477,O00020135,P00727,2024-05-15,Changed Mind,Rejected,-10
RET0001478,O00004718,P00310,2025-05-22,Quality Issue,Requested,22300.49
RET0001479,O00005113,P01028,2024-06-28,Size Issue,Requested,63867.57
RET0001480,O00011289,P00614,2025-08-06,Late Delivery,Requested,359.79
RET0001481,O00009523,P01050,2026-04-01,Quality Issue,Rejected,89659.12
RET0001482,O00016492,P01032,2026-08-03,Damaged,Rejected,52452.40
RET0001483,O00011192,P01062,2025-04-06,Wrong Item,Requested,81476.04
RET0001484,O00024234,P00253,2024-06-12,Late Delivery,Refunded,179491.52
RET0001485,O00003046,P00996,2024-09-17,Size Issue,Approved,112309.04
RET0001486,O00007372,P00808,2024-07-07,Quality Issue,Rejected,280806.28
RET0001487,O00013065,P00612,2026-01-27,Not as Described,Rejected,2351.16
RET0001488,O00010016,P00676,2025-06-23,Wrong Item,Rejected,207012.53
RET0001489,O00012186,P00287,2026-04-17,Not as Described,Requested,1877.09
RET0001490,O00015550,P00280,2024-10-29,Late Delivery,Approved,14879.48
RET0001491,O00019174,P00588,2024-06-29,Damaged,Rejected,4623.67
RET0001492,O00004708,P00297,2024-11-19,Wrong Item,Rejected,4493.91
RET0001493,O00001665,P01026,2025-05-25,Late Delivery,Requested,747.40
RET0001494,O00023041,P00037,2024-10-02,Not as Described,Refunded,210973.84
RET0001495,O00013800,P00822,2025-12-02,Wrong Item,Rejected,164.09
RET0001496,O00016853,P01134,2025-01-06,Damaged,Requested,324782.22
RET0001497,O00015093,P00509,2024-03-28,Damaged,Refunded,128966.90
RET0001498,O00007699,P00454,2025-06-11,Damaged,Approved,159789.26
RET0001499,O00017300,P00947,2024-02-14,Size Issue,Requested,92807.19
RET0001500,O00020878,P00946,2025-07-26,Wrong Item,Refunded,6699.80
RET0001501,O00009617,P00060,2024-09-13,Not as Described,Requested,15122.24
RET0001502,O00004080,P00350,2025-06-17,Not as Described,Refunded,419491.71
RET0001503,O00003487,P00320,2024-09-12,Late Delivery,Refunded,72882.02
RET0001504,O00003122,P00441,2024-11-10,Late Delivery,Rejected,103461.62
RET0001505,O00007872,P00942,2024-04-19,Not as Described,Refunded,60052.59
RET0001506,O00015729,P00823,2026-04-22,Damaged,Requested,53932.33
RET0001507,O00018737,P00104,2026-07-05,Quality Issue,Requested,39212.86
RET0001508,O00001263,P00502,2026-06-14,Wrong Item,Refunded,45204.16
RET0001509,O00000939,P00440,2024-02-10,Not as Described,Requested,10803.86
RET0001510,O00022156,P00969,2024-06-28,Size Issue,Rejected,261622.98
RET0001511,O00000061,P00837,2025-10-23,Changed Mind,Rejected,63862.22
RET0001512,O00013223,P00121,2025-03-07,Late Delivery,Rejected,44223.79
RET0001513,O00010285,P00851,2024-07-31,Not as Described,Requested,481.91
RET0001514,O00001415,P00630,2025-10-04,Late Delivery,Requested,409725.06
RET0001515,O00015392,P00403,2024-12-23,Changed Mind,Rejected,150324.81
RET0001516,O00002619,P01063,2025-09-23,Damaged,Approved,49361.97
RET0001517,O00000067,P00633,2026-04-30,Changed Mind,Requested,11408.53
RET0001518,O00021703,P00209,2026-01-08,Damaged,Rejected,20086.57
RET0001519,O00008175,P00194,2026-02-24,Not as Described,Approved,4619.88
RET0001520,O00019472,P00890,2024-09-23,Not as Described,Approved,320240.48
RET0001521,O00016925,P00924,2025-09-24,Damaged,Approved,17889.48
RET0001522,O00006238,P00325,2026-03-08,Changed Mind,Requested,41286.55
RET0001523,O00001168,P00539,2025-07-27,Wrong Item,Approved,78541.89
RET0001524,O00018131,P00205,2025-08-30,Changed Mind,Approved,197231.75
RET0001525,O00017368,P01067,2024-09-11,Late Delivery,Refunded,83862.44
RET0001526,O00004326,P00326,2024-05-07,Size Issue,Approved,38721.92
RET0001527,O00009551,P00775,2025-05-19,Size Issue,Refunded,30535.40
RET0001528,O00016669,P00452,2024-02-11,Late Delivery,Rejected,12185.36
RET0001529,O00007761,P00302,2024-10-06,Quality Issue,Refunded,81556.58
RET0001530,O00016790,P00081,2024-08-29,Quality Issue,Rejected,35773.78
RET0001531,O00020194,P00443,2026-01-30,Quality Issue,Requested,147618.55
RET0001532,O00004738,P00071,2024-06-27,Late Delivery,Requested,175819.69
RET0001533,O00010986,P00058,2024-06-21,Quality Issue,Rejected,52911.79
RET0001534,O00022495,P00471,2026-06-27,Damaged,Requested,9235.57
RET0001535,O00003404,P00634,2024-03-14,Quality Issue,Rejected,9829.72
RET0001536,O00020646,P00813,2024-12-26,Not as Described,Requested,105738.54
RET0001537,O00001028,P00158,2025-11-26,Size Issue,Rejected,37090.60
RET0001538,O00007563,P00473,2026-01-16,Size Issue,Rejected,48529.21
RET0001539,O00024121,P00936,2025-06-29,Late Delivery,Refunded,138819.05
RET0001540,O00000892,P00658,2024-06-25,Size Issue,Requested,1594.81
RET0001541,O00020182,P00865,2026-07-03,Late Delivery,Requested,2471.50
RET0001542,O00006413,P01124,2025-05-23,Wrong Item,Rejected,285932.92
RET0001543,O00002959,P00737,2025-09-06,Late Delivery,Refunded,77734.86
RET0001544,O00007841,P00285,2026-01-29,Late Delivery,UNKNOWN,84641.57
RET0001545,O00019104,P01035,2026-03-14,Size Issue,Approved,6020.96
RET0001546,O00007128,P00566,2025-01-04,Damaged,Refunded,300539.81
RET0001547,O00009886,P01014,2025-08-08,Wrong Item,Approved,205065.24
RET0001548,O00013963,P00410,2024-11-24,Quality Issue,Rejected,3093.74
RET0001549,O00006167,P00120,2025-08-10,Late Delivery,Refunded,4355.35
RET0001550,O00006989,P00156,2024-06-16,Changed Mind,Requested,34770.41
RET0001551,O00005938,P00636,2024-10-05,Not as Described,Rejected,406211.35
RET0001552,O00000689,P00769,2025-12-17,,Approved,4879.42
RET0001553,O00009644,P01094,2025-12-24,Wrong Item,Rejected,10087.14
RET0001554,O00014794,P00324,2024-07-20,Wrong Item,Rejected,2226.02
RET0001555,O00015483,P00520,2025-06-17,Changed Mind,Rejected,25790.05
RET0001556,O00005798,P00407,2025-05-06,Late Delivery,Approved,145338.20
RET0001557,O99999999,P00099,2024-06-19,Size Issue,Approved,173560.53
RET0001558,O00021990,P00419,2026-02-08,Changed Mind,Requested,13296.40
RET0001559,O00004564,P00284,2025-01-05,Changed Mind,Requested,90296.41
RET0001560,O00024771,P00320,2025-09-10,Damaged,Requested,13001.74
RET0001561,O00021827,P00976,2024-04-04,Quality Issue,Requested,25108.44
RET0001562,O00014794,P00324,2024-07-13,Late Delivery,Approved,2476.37
RET0001563,O00020662,P00171,2024-09-26,Changed Mind,Requested,336906.37
RET0001564,O00000004,P00097,2024-12-18,Not as Described,Rejected,64918.45
RET0001565,O00011888,P00644,2025-08-04,Size Issue,Requested,115512.17
RET0001566,O00006685,P00896,2025-07-14,Not as Described,Approved,17929.08
RET0001567,O00024156,P00020,2024-03-21,Damaged,Rejected,51278.27
RET0001568,O00006450,P00853,2026-05-01,Not as Described,Approved,178187.29
RET0001569,O00024499,P00762,2024-11-26,Size Issue,Requested,95749.44
RET0001570,O00003714,P01091,2024-04-15,Size Issue,Approved,80018.11
RET0001571,O00015579,P00553,2025-06-01,Not as Described,Rejected,301356.20
RET0001572,O00011372,P00690,2026-06-16,Quality Issue,Approved,20604.65
RET0001573,O00014746,P00298,2026-02-24,Wrong Item,Rejected,16779.80
RET0001574,O00002521,P01040,2026-07-16,Damaged,Requested,18215.78
RET0001575,O00005503,P00630,2026-05-12,Not as Described,Refunded,444340.55
RET0001576,O00001448,P00996,2024-02-10,Changed Mind,Refunded,9631.71
RET0001577,O00000021,P00220,2026-05-03,Not as Described,Refunded,334494.14
RET0001578,O00007148,P01133,2026-07-19,Size Issue,Requested,349429.12
RET0001579,O00012068,P00971,2026-05-21,Wrong Item,Approved,150306.65
RET0001580,O00006203,P00629,2024-03-07,Changed Mind,Refunded,5749.67
RET0001581,O00021268,P01017,2025-08-12,Not as Described,Requested,120289.59
RET0001582,O00000940,P00959,2025-01-01,Size Issue,Rejected,3724.50
RET0001583,O00004076,P00111,2024-12-26,Quality Issue,Refunded,76685.10
RET0001584,O00023576,P00169,2026-02-04,Not as Described,Refunded,12982.63
RET0001585,O00014388,P00330,2024-12-05,Damaged,Approved,143726.03
RET0001586,O00009268,P00264,2024-06-06,Damaged,Approved,31457.61
RET0001587,O00020602,P00129,2024-07-25,Late Delivery,Rejected,10936.58
RET0001588,O00018382,P00312,2025-03-04,Size Issue,Refunded,28222.37
RET0001589,O00009027,P00712,2025-04-30,Changed Mind,Refunded,34782.77
RET0001590,O00005929,P00081,2024-10-28,Size Issue,Refunded,61774.38
RET0001591,O00000032,P00518,2024-02-03,Damaged,Rejected,130451.99
RET0001592,O00022931,P01122,2025-03-19,Changed Mind,Rejected,188728.77
RET0001593,O00003755,P00833,2024-10-24,Size Issue,Requested,60191.09
RET0001594,O00023649,P00858,2025-10-01,Not as Described,Approved,13129.28
RET0001595,O00002630,P00592,2025-10-09,Changed Mind,Requested,114200.12
RET0001596,O00004185,P00393,2024-09-29,Late Delivery,Requested,54219.56
RET0001597,O00010456,P00321,2024-12-26,Changed Mind,Requested,96970.73
RET0001598,O00004234,P00702,2025-12-06,Wrong Item,Rejected,3263.59
RET0001599,O00018343,P00931,2025-11-15,Changed Mind,Requested,70109.46
RET0001600,O00011835,P00305,2024-11-08,Not as Described,Refunded,456.34
RET0001601,O00018638,P00359,2024-01-23,Size Issue,Rejected,47881.79
RET0001602,O00007375,P00234,2024-08-19,Late Delivery,Requested,62689.58
BADRET1603,O00002981,P01011,2024-07-12,Wrong Item,Approved,187830.06
RET0001604,O00017670,P00134,2025-08-01,Not as Described,Refunded,7134.87
RET0001605,O00007620,P00114,2025-12-22,Quality Issue,Requested,9060.03
RET0001606,O00007351,P00301,2024-08-02,Quality Issue,Rejected,118715.40
RET0001607,O00010717,P01152,2025-02-09,Changed Mind,Approved,2574.98
RET0001608,O00024494,P00039,2024-12-25,Quality Issue,Rejected,31704.62
RET0001609,O00023440,P00473,2025-04-10,Quality Issue,Refunded,1808.24
RET0001610,O00006903,P00714,2025-01-09,Late Delivery,Requested,86122.16
RET0001611,O00011315,P00454,2025-09-28,Not as Described,Approved,224865.46
RET0001612,O00012282,P00489,2025-05-26,Changed Mind,Approved,47130.43
RET0001613,O00009923,P01124,2026-02-09,Quality Issue,Approved,58066.44
RET0001614,O00000962,P00518,2025-03-11,Size Issue,Refunded,163436.65
RET0001615,O00015123,P00388,2026-02-09,Size Issue,Requested,5184.48
RET0001616,O00009744,P00911,2025-08-12,Not as Described,Approved,17406.35
RET0001617,O00008855,P00688,2024-10-17,Wrong Item,Requested,128105.40
RET0001618,O00001384,P00713,2025-06-14,Quality Issue,Requested,15788.51
RET0001619,O00001704,P00260,2026-02-26,Size Issue,Rejected,448.27
RET0001620,O00001103,P00806,2024-04-10,Late Delivery,Rejected,30606.90
RET0001621,O00020865,P00065,2026-03-16,Not as Described,Requested,131855.25
RET0001622,O00023461,P01116,2025-07-05,Quality Issue,Approved,93831.74
RET0001623,O00011604,P01079,2024-09-01,Not as Described,Refunded,30382.62
RET0001624,O00003619,P00323,2025-07-14,Late Delivery,Approved,75876.16
RET0001625,O00007894,P01023,2025-03-12,Quality Issue,Requested,55265.39
RET0001626,O00020287,P00535,2025-11-21,Changed Mind,Refunded,63202.15
RET0001627,O00009498,P01155,2025-10-16,Size Issue,Refunded,27750.94
RET0001628,O00015251,P00817,2024-03-03,Size Issue,Requested,32236.28
RET0001629,O00019067,P99999,2026-07-28,Quality Issue,Approved,5184.51
RET0001630,O00000620,P00687,2025-06-01,Wrong Item,Approved,80395.20
RET0001631,O00013828,P00230,2025-07-02,Changed Mind,Requested,93658.63
RET0001632,O00006559,P00323,2025-10-31,Late Delivery,Refunded,73494.59
RET0001633,O00004502,P01152,2026-03-31,Size Issue,Refunded,89347.79
RET0001634,O00023841,P01151,2025-03-17,Changed Mind,Approved,41173.10
RET0001635,O00003205,P00578,2025-12-10,Size Issue,Refunded,13143.06
RET0001636,O00016109,P00587,2025-03-08,Changed Mind,Rejected,13540.47
RET0001637,O00014783,P01022,2024-07-20,Damaged,Requested,115863.69
RET0001638,O00016137,P01083,2025-01-17,Late Delivery,Refunded,51651.81
RET0001639,O00022230,P00315,2024-10-13,Wrong Item,Requested,69548.53
RET0001640,O00000990,P00622,2025-07-19,Quality Issue,Rejected,255143.27
RET0001641,O00014297,P00438,2025-07-26,Damaged,Approved,73482.44
RET0001642,O00016855,P00439,2025-01-04,Size Issue,Requested,13586.37
RET0001643,O00003016,P00212,2025-06-29,Late Delivery,Approved,185401.33
RET0001644,O00011179,P00847,2025-11-10,Not as Described,Requested,240871.41
RET0001645,O00012204,P00187,2024-09-08,Late Delivery,Requested,46644.83
RET0001646,O00003909,P00197,2025-01-25,Wrong Item,Refunded,60429.52
RET0001647,O00000041,P00198,2026-01-20,Size Issue,Rejected,22102.12
RET0001648,O00009158,P00063,2024-05-03,Not as Described,Refunded,36012.54
RET0001649,O00014919,P00214,2024-09-27,,Approved,21459.96
RET0001650,O00017463,P00864,2024-08-03,Size Issue,Refunded,10532.18
RET0001651,O00021219,P00443,2024-04-05,Not as Described,Approved,152802.94
RET0001652,O00000621,P01161,2026-01-05,Size Issue,Rejected,12962.84
RET0001653,O00020698,P00373,2024-05-07,Changed Mind,Requested,16850.43
RET0001654,O00015738,P00729,2024-05-11,Changed Mind,Approved,7957.68
RET0001655,O00023988,P00419,2025-12-20,Size Issue,Refunded,12161.03
RET0001656,O00016260,P00271,2024-08-28,Wrong Item,Rejected,19624.39
RET0001657,O00023557,P00293,2025-03-12,Damaged,Rejected,2584.01
RET0001658,O00023282,P00045,2026-03-07,Size Issue,Approved,46997.22
RET0001659,O00006100,P00768,2025-12-29,Size Issue,Approved,71360.04
RET0001660,O00021420,P00902,2024-10-09,Damaged,Requested,219514.68
RET0001661,O00024113,P00674,2024-08-13,Wrong Item,Requested,5521.41
RET0001662,O00015916,P00584,2024-06-27,Damaged,Requested,1988.11
RET0001663,O00016458,P00142,2024-07-20,Wrong Item,Approved,140861.17
RET0001664,O00014571,P00593,2024-07-15,Damaged,Approved,27358.29
RET0001665,O00023787,P00787,2024-04-18,Damaged,Approved,847.93
RET0001666,O00010766,P00207,2024-11-21,Changed Mind,Approved,440004.12
RET0001667,O00001770,P00253,2025-08-10,Wrong Item,Requested,173203.96
RET0001668,O00011049,P00445,2026-06-28,Changed Mind,Rejected,106423.64
RET0001669,O00002084,P00543,2025-10-25,Changed Mind,Requested,12223.40
RET0001670,O00008042,P00562,2024-11-23,Wrong Item,Rejected,144998.87
RET0001671,O00010891,P00719,2025-04-25,Quality Issue,Requested,151268.14
RET0001672,O00021124,P00089,2024-12-13,Damaged,Rejected,307020.74
RET0001673,O00019154,P00029,2024-02-26,Size Issue,Approved,26454.88
RET0001674,O00021843,P00163,2025-02-23,Changed Mind,Rejected,8072.16
RET0001675,O00024467,P00538,2025-08-17,Changed Mind,Requested,40794.87
RET0001676,O00018995,P00620,2026-06-22,Not as Described,Requested,272277.19
RET0001677,O00024343,P00632,2024-10-31,Changed Mind,Approved,973.34
RET0001678,O00004017,P00978,2026-03-05,Size Issue,Refunded,242931.67
RET0001679,O00004355,P00249,2025-03-31,Damaged,Requested,61326.45
RET0001680,O00018175,P00222,2026-03-18,Damaged,Rejected,49230.86
RET0001681,O00016029,P01075,2025-08-23,Late Delivery,Refunded,24022.50
RET0001682,O00000283,P00315,2026-05-27,Wrong Item,Requested,113599.45
RET0001683,O00006100,P00768,2026-01-08,Damaged,Refunded,103118.16
RET0001684,O00021935,P00856,2026-06-20,Size Issue,Rejected,36867.25
RET0001685,O00003555,P00001,2025-01-25,Wrong Item,Refunded,74119.72
RET0001686,O00004840,P00198,2024-09-15,Changed Mind,Rejected,59774.51
RET0001687,O00003452,P00367,2025-12-18,Damaged,Refunded,88974.01
RET0001688,O00019557,P00353,2025-07-26,Changed Mind,Refunded,-10
RET0001689,O00012610,P00395,2024-05-29,Late Delivery,Refunded,723.02
RET0001690,O00006520,P00162,2025-07-08,Size Issue,Approved,222577.24
RET0001691,O00013350,P00682,2024-10-12,Damaged,Approved,86427.71
RET0001692,O00004172,P01048,2024-04-03,Changed Mind,Rejected,10645.03
RET0001693,O00000049,P00836,2026-05-01,Quality Issue,Requested,61832.10
RET0001694,O00020384,P00967,2024-11-16,Late Delivery,Approved,452939.91
RET0001695,O00021762,P00886,2025-03-05,Wrong Item,Refunded,40900.45
RET0001696,O00023563,P00434,2025-08-14,Wrong Item,Rejected,24410.52
RET0001697,O00002106,P00696,2025-01-26,Size Issue,Approved,80046.51
RET0001698,O00018349,P00317,2024-08-09,Size Issue,Rejected,486.15
RET0001699,O00000038,P00245,2026-05-02,Not as Described,Refunded,9008.57
RET0001700,O00019483,P00995,2025-06-06,Damaged,Rejected,52585.83
RET0001701,O00013965,P00510,2025-01-20,Size Issue,Refunded,16451.25
RET0001702,O00016000,P00388,2025-02-09,Quality Issue,Rejected,5329.06
RET0001703,O00006800,P00226,2024-10-07,Damaged,Requested,283952.41
RET0001704,O00023280,P00660,2025-06-14,Wrong Item,Rejected,117739.34
RET0001705,O00020977,P00737,2025-04-16,Damaged,Approved,67872.41
RET0001706,O00014980,P00260,2025-11-21,Late Delivery,Rejected,199866.21
RET0001707,O00006824,P00237,2024-05-28,Wrong Item,Rejected,101976.27
RET0001708,O00004396,P00869,2025-01-30,Wrong Item,Refunded,65418.33
RET0001709,O00016696,P00212,2024-08-14,Damaged,Approved,39112.28
RET0001710,O00013498,P00171,2025-05-11,Late Delivery,Requested,62848.36
RET0001711,O00021678,P00685,2024-04-08,Wrong Item,Rejected,51430.64
RET0001712,O00020024,P00073,2025-02-02,Not as Described,Refunded,20418.22
RET0001713,O00003009,P00288,2025-12-31,Damaged,Approved,244986.75
RET0001714,O00017055,P01030,2026-02-08,Changed Mind,Rejected,197745.88
RET0001715,O00002239,P00348,2025-07-18,Damaged,Requested,4566.87
RET0001716,O00002089,P00810,2026-07-20,Late Delivery,Rejected,40805.24
RET0001717,O00001798,P00300,2024-07-01,Quality Issue,Rejected,20481.17
RET0001718,O00017576,P00884,2024-10-24,Size Issue,Refunded,97523.83
RET0001719,O00013373,P00216,2026-01-27,Changed Mind,Rejected,109313.17
RET0001720,O00023224,P00372,2025-08-08,Damaged,Approved,89432.94
RET0001721,O00017830,P01162,2025-09-02,Damaged,Requested,33759.51
RET0001722,O00023059,P01161,2024-10-11,Quality Issue,Requested,4725.63
RET0001723,O00012772,P00920,2026-06-02,Quality Issue,Refunded,86681.99
RET0001724,O00016234,P00891,2024-05-12,Late Delivery,Refunded,128244.14
RET0001725,O00016796,P00785,2025-12-15,Quality Issue,Approved,14919.42
RET0001726,O00012232,P00159,2025-08-11,Size Issue,Rejected,463996.01
RET0001727,O00024004,P00468,2026-01-02,Wrong Item,Approved,8949.80
RET0001728,O00009956,P00456,2025-12-31,Late Delivery,Approved,43093.68
RET0001729,O00015386,P00573,2025-12-22,Wrong Item,Refunded,149264.27
RET0001730,O99999999,P00891,2025-05-09,Changed Mind,Approved,1500.98
RET0001731,O00021221,P01068,2024-11-17,Damaged,Refunded,67329.82
RET0001732,O00002521,P01040,2026-07-21,Damaged,Requested,21491.73
RET0001733,O00010129,P00842,2026-01-26,Changed Mind,Approved,13329.52
RET0001734,O00021504,P00012,2025-03-15,Quality Issue,Requested,133733.72
RET0001735,O00023096,P00202,2024-08-15,Not as Described,Requested,248653.02
RET0001736,O00004731,P00457,2024-10-31,Wrong Item,Refunded,49430.45
RET0001737,O00022237,P01075,2025-07-05,Size Issue,UNKNOWN,134259.35
RET0001738,O00015446,P00027,2025-02-12,Quality Issue,Refunded,5923.16
RET0001739,O00024678,P01037,2025-02-17,Late Delivery,Approved,2695.14
RET0001740,O00012781,P00188,2024-05-26,Late Delivery,Approved,355.39
RET0001741,O00011236,P01096,2025-11-29,Damaged,Approved,5175.73
RET0001742,O00012551,P00830,2024-09-02,Size Issue,Rejected,154322.63
RET0001743,O00005241,P00134,2024-07-27,Size Issue,Refunded,230429.52
RET0001744,O00013799,P00068,2025-03-22,Changed Mind,Rejected,34641.62
RET0001745,O00011373,P00554,2024-03-25,Size Issue,Requested,15609.40
RET0001746,O00000107,P00321,2025-04-05,,Requested,376804.83
RET0001747,O00005804,P00052,2024-06-22,Not as Described,Approved,43796.63
RET0001748,O00009351,P00989,2024-07-17,Damaged,Approved,102338.54
RET0001749,O00003171,P00088,2024-04-30,Late Delivery,Rejected,4773.93
RET0001750,O00017354,P00886,2024-10-04,Size Issue,Requested,53325.37
RET0001751,O00013227,P00345,2025-01-23,Wrong Item,Requested,56188.76
RET0001752,O00016694,P00328,2024-02-25,Late Delivery,Approved,259955.64
RET0001753,O00020469,P01104,2025-05-22,Late Delivery,Requested,222775.76
RET0001754,O00003333,P00198,2024-08-27,Quality Issue,Approved,57241.42
RET0001755,O00022206,P00188,2024-02-04,Late Delivery,Approved,13026.75
RET0001756,O00012769,P00831,2025-03-23,Changed Mind,Refunded,47453.88
RET0001757,O00005400,P00699,2025-08-15,Wrong Item,Refunded,54120.59
RET0001758,O00017205,P00785,2026-01-11,Quality Issue,Requested,32161.51
RET0001759,O00013618,P01040,2025-03-18,Size Issue,Refunded,28546.92
RET0001760,O00010020,P00027,2024-10-01,Damaged,Approved,64627.41
RET0001761,O00020212,P00029,2025-01-24,Not as Described,Requested,176283.39
RET0001762,O00009498,P01070,2025-10-31,Changed Mind,Rejected,37189.68
RET0001763,O00008207,P00647,2024-08-16,Quality Issue,Approved,105961.40
RET0001764,O00008048,P00466,2025-09-30,Wrong Item,Refunded,92291.71
RET0001765,O00012723,P00886,2025-09-14,Quality Issue,Refunded,57942.87
RET0001766,O00020130,P00260,2025-06-23,Changed Mind,Rejected,1477.12
RET0001767,O00008689,P01028,2024-09-28,Wrong Item,Rejected,7119.36
RET0001768,O00004889,P00367,2024-08-23,Not as Described,Requested,90503.30
RET0001769,O00016183,P00892,2024-12-27,Wrong Item,Requested,64405.78
RET0001770,O00019333,P00190,2024-03-18,Wrong Item,Rejected,13811.13
RET0001771,O00022980,P00215,2025-07-07,Wrong Item,Requested,76942.23
RET0001772,O00004561,P00323,2025-09-25,Wrong Item,Requested,222932.73
RET0001773,O00024068,P00167,2024-06-16,Size Issue,Approved,186130.08
RET0001774,O00010346,P00359,2025-01-16,Damaged,Rejected,285911.15
RET0001775,O00019855,P00677,2025-06-04,Damaged,Requested,93626.95
RET0001776,O00011671,P00972,2024-06-19,Damaged,Requested,23293.03
RET0001777,O00013234,P00856,2026-03-05,Damaged,Requested,37775.92
RET0001778,O00023879,P00986,2025-08-01,Wrong Item,Approved,12322.40
RET0001779,O00004482,P00757,2025-01-20,Quality Issue,Rejected,42707.59
RET0001780,O00003987,P00836,2026-03-04,Not as Described,Refunded,5843.02
RET0001781,O00006474,P00555,2025-08-31,Size Issue,Rejected,33163.06
RET0001782,O00011962,P00868,2025-09-13,Late Delivery,Requested,25906.41
RET0001783,O00023664,P00718,2025-05-19,Size Issue,Requested,245641.73
RET0001784,O00013043,P00310,2024-06-04,Wrong Item,Refunded,95777.78
RET0001785,O00011393,P00286,2025-02-26,Damaged,Rejected,174222.56
RET0001786,O00022383,P01146,2025-12-23,Quality Issue,Approved,15044.70
RET0001787,O00013350,P00682,2024-10-06,Changed Mind,Refunded,64532.94
RET0001788,O00014055,P00608,2026-02-18,Quality Issue,Refunded,430604.34
RET0001789,O00016828,P00385,2024-09-16,Size Issue,Refunded,72704.56
RET0001790,O00019298,P00318,2024-07-21,Changed Mind,Rejected,150770.85
RET0001791,O00008037,P00095,2025-12-17,Wrong Item,Refunded,56598.14
RET0001792,O00001956,P01021,2024-05-15,Late Delivery,Rejected,62670.36
RET0001793,O00020201,P00193,2025-06-11,Damaged,Approved,132536.18
RET0001794,O00001109,P00019,2026-05-28,Not as Described,Refunded,7087.65
RET0001795,O00019706,P00684,2024-02-15,Wrong Item,Refunded,9546.41
RET0001796,O00023860,P00553,2026-05-31,Changed Mind,Approved,97993.71
RET0001797,O00007139,P00496,2025-10-14,Damaged,Rejected,5029.18
RET0001798,O00021241,P00348,2024-11-02,Size Issue,Refunded,6545.11
RET0001799,O00009931,P00561,2026-05-27,Wrong Item,Requested,74088.02
RET0001800,O00015636,P00784,2025-07-09,Late Delivery,Approved,24500.61
RET0001801,O00010415,P00585,2025-11-27,Size Issue,Rejected,4264.30
RET0001802,O00002174,P00729,2024-09-04,Size Issue,Approved,96212.95
RET0001803,O00021358,P01009,2026-04-15,Size Issue,Requested,74472.30
RET0001804,O00022444,P00228,2025-03-06,Size Issue,Refunded,10614.27
RET0001805,O00016486,P00394,2026-04-10,Damaged,Approved,3107.20
RET0001806,O00009046,P00022,2024-05-31,Late Delivery,Requested,160862.13
RET0001807,O00008751,P00251,2026-01-08,Wrong Item,Approved,15659.01
RET0001808,O00017247,P00377,2024-10-10,Late Delivery,Requested,57440.64
RET0001809,O00017305,P00375,2024-04-03,Wrong Item,Rejected,19395.39
RET0001810,O00020063,P99999,2025-02-13,Late Delivery,Requested,12800.81
RET0001811,O00000607,P00545,2026-02-20,Quality Issue,Rejected,219756.05
RET0001812,O00008371,P00429,2024-08-21,Damaged,Refunded,181172.82
RET0001813,O00002521,P00340,2026-06-14,Quality Issue,Rejected,26309.20
RET0001814,O00000470,P00331,2025-03-28,Not as Described,Approved,48064.48
RET0001815,O00006458,P00787,2025-01-18,Quality Issue,Approved,61369.32
RET0001816,O00016725,P00236,2026-05-28,Quality Issue,Rejected,163322.33
RET0001817,O00018494,P00241,2024-11-02,Changed Mind,Requested,22169.45
