product_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,supplier_id,product_rating,created_date,is_active
P00456,Nova Personal Care Model 456,Beauty,Personal Care,Nova,107.00,66.66,935,S0089,4.3,2025-09-11,Y
P00457,HomeCraft Staples Model 457,Grocery,Staples,HomeCraft,4075.00,2768.02,707,S0029,4.9,2024-03-19,1
P00458,Zenith Personal Care Model 458,Beauty,Personal Care,Zenith,221.00,125.68,369,S0082,2.7,2023-06-11,N
P00459,Zenith Personal Care Model 459,Beauty,Personal Care,Zenith,4619.00,3385.42,912,S0096,4.9,2021-10-20,true
P00460,GlowCare Watches Model 460,Fashion,Watches,GlowCare,75358.00,54383.77,716,S0008,3.4,2021-12-16,0
P00461,BookNest Cycling Model 461,Sports,Cycling,BookNest,8563.00,5029.26,642,S0036,2.8,2021-05-26,Y
P00462,Zenith Fragrance Model 462,Beauty,Fragrance,Zenith,3955.00,3140.18,616,S0022,4.4,2021-03-01,Yes
P00463,Swift Fragrance Model 463,Beauty,Fragrance,Swift,4161.00,2040.62,800,S0024,3.0,2024-02-23,No
P00464,Nova Bags Model 464,Fashion,Bags,Nova,41925.00,24786.28,135,S0010,4.6,2021-01-21,Y
P00465,Pixel Personal Care Model 465,Beauty,Personal Care,Pixel,2452.00,1701.00,627,S0039,3.8,2024-02-12,false
P00466,Apex Mobiles Model 466,Electronics,Mobiles,Apex,24386.00,11030.42,748,S0010,2.7,2022-01-03,true
P00467,Swift Bags Model 467,Fashion,Bags,Swift,69960.00,38620.52,557,S0077,2.8,2025-10-23,true
P00468,Apex Technology Model 468,Books,Technology,Apex,4327.00,3251.48,985,S0035,4.2,2025-04-24,N
P00469,UrbanCo Appliances Model 469,Home,Appliances,UrbanCo,48141.00,34824.34,-5,S0071,3.7,2022-07-26,Y
P00470,HomeCraft Fragrance Model 470,Beauty,Fragrance,HomeCraft,473.00,264.55,871,S0036,3.0,2025-11-18,Yes
P00471,GreenLeaf Women Model 471,Fashion,Women,GreenLeaf,56979.00,45074.35,346,S0065,4.7,2025-12-21,N
P00472,GlowCare Organic Model 472,Grocery,Organic,GlowCare,FREE,587.66,39,S0093,4.5,2023-03-23,No
P00473,HomeCraft Household Model 473,Grocery,Household, homecraft ,2801.00,1962.53,557,S0092,3.9,2025-04-26,Yes
P00474,BookNest Children Model 474,Books,Children,BookNest,1544.00,864.49,188,S0063,4.6,2022-05-22,No
P00475,HomeCraft Kitchen Model 475,Home,Kitchen,HomeCraft,8873.00,6766.93,420,S0085,3.0,2024-12-08,Y
P00476,UrbanCo Kitchen Model 476,Home,Kitchen,UrbanCo,10366.00,5972.33,486,S0099,4.7,2025-11-27,No
P00477,Nova Bedding Model 477,Home,Bedding,Nova,76288.00,41070.45,387,S0007,4.3,2025-08-09,Yes
P00478,HomeCraft Women Model 478,Fashion,Women,HomeCraft,17224.00,12672.32,979,S0040,3.3,2025-09-30,Yes
P00479,GlowCare Staples Model 479,Grocery,Staples,GlowCare,2115.00,1490.97,675,S0056,3.1,2021-02-14,Y
P00480,HomeCraft Snacks Model 480,Grocery,Snacks,HomeCraft,2846.00,1725.59,899,S0064,2.7,2021-11-18,true
P00481,Orbit Household Model 481,Grocery,Household,Orbit,659.00,524.82,848,S0018,4.8,2022-07-09,1
P00482,BookNest Watches Model 482,Fashion,Watches,BookNest,49492.00,38413.09,784,S0090,4.2,2022-09-04,Y
P00483,GreenLeaf Mobiles Model 483,Electronics,Mobiles,GreenLeaf,11594.00,6498.15,407,S0086,4.1,2023-06-04,Y
P00484,Zenith Makeup Model 484,Beauty,Makeup,Zenith,240.00,126.81,690,S0071,5.0,2025-01-15,false
P00485,Zenith Outdoor Model 485,Sports,Outdoor,Zenith,65275.00,37830.96,827,S0089,3.4,2024-03-19,Yes
P00486,BookNest Cameras Model 486,Electronics,Cameras,BookNest,74385.00,54476.07,761,S0037,4.4,2025-03-27,false
P00487,Nova Audio Model 487,Electronics,Audio,Nova,9810.00,5927.02,501,S0033,3.1,2023-05-21,N
P00488,Pixel Staples Model 488,Grocery,Staples,Pixel,1730.00,1284.48,298,S0011,4.1,2024-02-16,Y
P00489,Pixel Footwear Model 489,Fashion,Footwear,Pixel,16237.00,9187.64,322,S0053,3.0,2022-01-21,No
P00490,Zenith Mobiles Model 490,Electronics,Mobiles,Zenith,68024.00,37777.00,791,S0028,4.7,2023-08-22,0
P00491,BookNest Fitness Model 491,Sports,Fitness,BookNest,58594.00,45975.17,468,S0016,4.0,2023-03-12,0
P00492,PrimeFit Organic Model 492,Grocery,Organic,PrimeFit,2872.00,1816.86,70,S0027,4.9,2023-02-22,Y
P00493,BookNest Women Model 493,Fashion,Women,BookNest,76374.00,48031.13,754,S0020,3.6,2024-08-03,0
P00494,UrbanCo Skin Care Model 494,Beauty,Skin Care,UrbanCo,167.00,112.53,62,S0086,2.7,2025-12-03,Yes
P00495,Zenith Bags Model 495,Fashion,Bags,Zenith,69133.00,34791.49,662,S0092,3.2,2022-10-27,true
P00496,Pixel Cameras Model 496,Electronics,Cameras,Pixel,3042.00,2458.21,601,S0096,3.3,2021-08-22,false
P00497,Apex Fitness Model 497,,Fitness,Apex,31277.00,17761.66,193,S0008,4.9,2023-05-04,1
P00498,UrbanCo Beverages Model 498,Grocery,Beverages,UrbanCo,-250.00,396.58,433,S0100,4.0,2021-07-07,1
P00499,UrbanCo Women Model 499,Fashion,Women,UrbanCo,26255.00,13572.39,846,S0016,3.7,2024-11-02,0
P00500,Orbit Laptops Model 500,Electronics,Laptops,Orbit,5100.00,4000.04,500,S0064,2.6,2022-10-01,1
P00501,Swift Watches Model 501,Fashion,Watches,Swift,52809.00,39498.31,751,S0022,2.8,2021-04-07,Yes
P00502,Nova Watches Model 502,Fashion,Watches,Nova,42175.00,28574.03,786,S0095,4.2,2021-05-31,0
P00503,Nova Men Model 503,Fashion,Men,Nova,69975.00,54261.15,130,S0025,3.6,2022-10-23,false
P00504,Swift Laptops Model 504,Electronics,Laptops,Swift,77713.00,40843.24,947,S0062,2.6,2025-03-27,true
P00505,UrbanCo Staples Model 505,Grocery,Staples,UrbanCo,430.00,220.05,67,S0013,6.5,2021-08-13,N
P00506,BookNest Footwear Model 506,Fashion,Footwear,BookNest,76780.00,51065.38,618,S0084,2.8,2024-07-26,0
P00507,Zenith Hair Care Model 507,Beauty,Hair Care,Zenith,3354.00,2358.86,409,S0044,3.2,2023-08-23,true
P00508,Nova Bedding Model 508,Home,Bedding,Nova,48334.00,25096.81,511,S0063,5.0,2022-03-10,1
P00509,Pixel Women Model 509,Fashion,Women,Pixel,51089.00,39592.83,260,S0036,3.1,2023-06-14,1
P00510,Orbit Business Model 510,Books,Business,Orbit,3963.00,3028.34,660,S0100,4.0,2023-03-02,No
P00511,HomeCraft Accessories Model 511,Electronics,Accessories,HomeCraft,54131.00,30579.73,587,S0010,3.9,2022-03-26,true
P00512,Zenith Beverages Model 512,Grocery,Beverages,Zenith,2440.00,1718.01,301,S0039,4.5,2025-03-02,Yes
P00513,UrbanCo Men Model 513,Fashion,Men,UrbanCo,72405.00,40152.59,165,S0077,2.9,2022-11-25,true
P00514,Zenith Appliances Model 514,Home,Appliances,Zenith,39042.00,29025.99,338,S0076,4.6,2023-12-23,Y
P00515,GlowCare Cycling Model 515,Sports,Cycling,GlowCare,7249.00,4277.81,408,S0016,3.9,2022-05-12,1
P00516,GlowCare Cameras Model 516,Electronics,Cameras, glowcare ,59601.00,37331.84,876,S0001,4.0,2022-02-10,1
P00517,HomeCraft Personal Care Model 517,Beauty,Personal Care,HomeCraft,3081.00,1795.89,999,S0014,4.4,2024-09-15,false
P00518,GreenLeaf Team Sports Model 518,Sports,Team Sports,GreenLeaf,56911.00,29354.13,972,S0040,3.3,2025-03-30,false
P00519,Apex Yoga Model 519,Sports,Yoga,Apex,46704.00,27929.29,736,S0100,4.9,2023-03-17,Y
P00520,UrbanCo Men Model 520,Fashion,Men,UrbanCo,10366.00,7418.93,317,S0097,3.2,2023-01-20,1
P00521,Pixel Accessories Model 521,Electronics,Accessories,Pixel,56691.00,36659.94,588,S0021,3.1,2024-09-08,N
P00522,HomeCraft Outdoor Model 522,Sports,Outdoor,HomeCraft,60619.00,48998.64,793,S0008,4.9,2021-09-16,No
P00523,Nova Furniture Model 523,Home,Furniture,Nova,57697.00,30947.26,237,S0096,4.9,2021-01-20,true
P00524,HomeCraft Appliances Model 524,Home,Appliances,HomeCraft,55852.00,28054.02,532,S0039,4.5,2022-02-11,false
P00525,Apex Children Model 525,Books,Children,Apex,4967.00,2512.60,560,S0075,4.6,2021-08-10,Yes
P00526,BookNest Skin Care Model 526,Beauty,Skin Care,BookNest,3308.00,2701.67,523,S0053,3.0,2023-10-25,Y
P00527,Apex Fitness Model 527,Sports,Fitness,Apex,50464.00,36069.87,571,S0098,3.2,2024-10-10,Yes
P00528,Nova Snacks Model 528,Grocery,Snacks,Nova,3003.00,1875.04,838,S0047,3.7,2022-06-14,Y
P00529,HomeCraft Children Model 529,Books,Children,HomeCraft,3844.00,2104.59,372,S0080,2.7,2025-10-11,N
P00530,Swift Accessories Model 530,Electronics,Accessories,Swift,56644.00,45988.01,859,S0017,2.7,2021-10-03,1
P00531,Apex Accessories Model 531,Electronics,Accessories,Apex,FREE,27446.75,919,S0014,3.7,2021-11-16,Y
P00532,PrimeFit Children Model 532,Books,Children,PrimeFit,2601.00,1779.85,494,S0078,4.7,2023-04-13,true
P00533,Zenith Cameras Model 533,Electronics,Cameras,Zenith,77352.00,36833.42,589,S0077,4.4,2024-05-03,Yes
P00534,UrbanCo Footwear Model 534,Fashion,Footwear,UrbanCo,53025.00,24423.82,702,S0092,2.6,2021-08-28,Yes
P00535,GreenLeaf Men Model 535,Fashion,Men,GreenLeaf,77446.00,55084.73,996,S0095,4.7,2023-12-12,0
P00536,Swift Fiction Model 536,Books,Fiction,Swift,4415.00,2063.14,-5,S0012,4.3,2023-07-19,No
P00537,Zenith Appliances Model 537,Home,Appliances,Zenith,45973.00,21047.35,874,S0091,4.8,2024-03-16,1
P00538,UrbanCo Cameras Model 538,Electronics,Cameras,UrbanCo,35750.00,16573.28,152,S0030,3.3,2023-05-26,1
P00539,BookNest Team Sports Model 539,Sports,Team Sports,BookNest,25294.00,11470.48,414,S0005,3.0,2024-11-10,false
P00540,Orbit Children Model 540,Books,Children,Orbit,618.00,440.74,453,S0053,2.8,2022-01-04,Y
P00541,GlowCare Decor Model 541,Home,Decor,GlowCare,66855.00,46819.98,161,S0004,3.1,2023-09-05,false
P00542,Zenith Skin Care Model 542,Beauty,Skin Care,Zenith,4244.00,2026.12,367,S0001,3.9,2025-11-16,N
P00543,BookNest Skin Care Model 543,Beauty,Skin Care,BookNest,2064.00,1287.82,690,S0099,3.7,2024-12-06,true
P00544,HomeCraft Beverages Model 544,Grocery,Beverages,HomeCraft,3386.00,2691.35,919,S0013,4.0,2025-04-27,Y
P00545,HomeCraft Appliances Model 545,Home,Appliances,HomeCraft,48262.00,30778.54,many,S0058,4.1,2022-11-19,true
P00546,GreenLeaf Mobiles Model 546,Electronics,Mobiles,GreenLeaf,51709.00,27837.12,755,S0089,3.5,2025-01-12,false
P00547,GlowCare Bags Model 547,Fashion,Bags,GlowCare,6678.00,4285.24,374,S0077,3.8,2022-07-11,0
P00548,Orbit Staples Model 548,Grocery,Staples,Orbit,760.00,912.00,648,S0052,4.8,2024-02-13,false
P00549,Apex Fragrance Model 549,Beauty,Fragrance,Apex,1286.00,829.20,838,S0060,3.7,2024-05-08,Yes
P00550,BookNest Decor Model 550,Home,Decor,BookNest,25316.00,14392.44,680,S0062,3.7,2022-06-20,0
P00551,Zenith Bedding Model 551,Home,Bedding,Zenith,5199.00,4189.30,151,S0066,3.4,2025-07-14,0
P00552,Pixel Hair Care Model 552,Beauty,Hair Care,Pixel,3045.00,2250.72,644,S0002,4.7,2023-09-17,Y
P00553,Swift Team Sports Model 553,Sports,Team Sports,Swift,45163.00,34747.56,559,S0053,3.0,2025-01-07,0
P00554,Pixel Cycling Model 554,Sports,Cycling,Pixel,21518.00,15433.75,110,S0071,4.9,2023-12-08,0
P00555,Pixel Cycling Model 555,Sports,Cycling,Pixel,36814.00,24648.56,264,S0055,4.3,2022-07-19,No
P00556,GlowCare Personal Care Model 556,Beauty,Personal Care,GlowCare,1896.00,1295.37,658,S0028,3.8,2025-08-04,1
P00557,Nova Bedding Model 557,Home,Bedding,Nova,45511.00,34123.78,120,S0017,2.6,2024-03-08,No
P00558,Apex Education Model 558,Books,Education,Apex,4915.00,2682.78,97,S0012,3.5,2023-09-22,true
P00559,BookNest Fitness Model 559,Sports,Fitness, booknest ,79376.00,50031.89,42,S0012,4.5,2024-08-28,N
P00560,Swift Hair Care Model 560,Beauty,Hair Care,Swift,2686.00,1649.69,254,S0033,4.8,2023-10-06,No
P00561,Pixel Technology Model 561,Books,Technology,Pixel,836.00,481.39,461,S0098,4.9,2021-11-26,N
P00562,PrimeFit Appliances Model 562,Home,Appliances,PrimeFit,17206.00,9640.80,541,S0092,4.9,2024-12-25,No
P00563,BookNest Personal Care Model 563,Beauty,Personal Care,BookNest,2616.00,1855.13,491,S0030,4.5,2023-09-20,Yes
P00564,UrbanCo Beverages Model 564,Grocery,Beverages,UrbanCo,3183.00,2607.87,428,S0048,3.9,2022-12-13,Y
P00565,HomeCraft Bags Model 565,Fashion,Bags,HomeCraft,36722.00,17422.76,72,S0031,3.3,2024-10-01,Yes
P00566,PrimeFit Bags Model 566,Fashion,Bags,PrimeFit,75535.00,58502.60,6,S0026,4.1,2025-10-20,1
P00567,PrimeFit Business Model 567,Books,Business,PrimeFit,183.00,123.79,845,S0088,2.6,2025-11-28,false
P00568,Nova Beverages Model 568,,Beverages,Nova,3332.00,1807.02,63,S0035,4.3,2022-04-10,0
P00569,GlowCare Men Model 569,Fashion,Men,GlowCare,26712.00,13931.04,675,S0040,4.9,2023-05-01,0
P00570,PrimeFit Fragrance Model 570,Beauty,Fragrance,PrimeFit,83.00,39.44,141,S0068,3.3,2023-09-03,N
P00571,Pixel Yoga Model 571,Sports,Yoga,Pixel,24488.00,14481.75,214,S0088,2.9,2021-03-01,Y
P00572,GreenLeaf Outdoor Model 572,Sports,Outdoor,GreenLeaf,78886.00,56332.65,477,S0054,2.8,2021-08-15,1
P00573,HomeCraft Outdoor Model 573,Sports,Outdoor,HomeCraft,29201.00,23175.12,883,S0074,4.8,2025-11-28,No
P00574,Pixel Hair Care Model 574,Beauty,Hair Care,Pixel,3654.00,2028.71,883,S0055,2.8,2023-01-25,false
P00575,Pixel Footwear Model 575,Fashion,Footwear,Pixel,19722.00,15763.75,198,S0095,2.6,2025-12-22,Yes
P00576,Swift Cameras Model 576,Electronics,Cameras,Swift,16288.00,12316.95,768,S0098,4.6,2022-07-05,0
P00577,Zenith Household Model 577,Grocery,Household,Zenith,96.00,56.64,683,S0020,3.7,2021-12-25,No
P00578,GreenLeaf Bedding Model 578,Home,Bedding,GreenLeaf,16546.00,8709.84,644,S0052,4.7,2024-04-18,0
P00579,Orbit Laptops Model 579,Electronics,Laptops,Orbit,1950.00,1337.85,856,S0014,3.0,2023-04-15,false
P00580,GlowCare Hair Care Model 580,Beauty,Hair Care,GlowCare,1313.00,780.52,800,S0082,3.4,2024-02-21,Y
P00581,Nova Bedding Model 581,Home,Bedding,Nova,-250.00,26315.82,424,S0014,2.6,2023-09-23,true
P00582,Apex Hair Care Model 582,Beauty,Hair Care,Apex,2340.00,1651.82,254,S0004,2.7,2025-04-29,Y
P00583,UrbanCo Bags Model 583,Fashion,Bags,UrbanCo,68419.00,53844.61,709,S0016,4.0,2024-10-29,Yes
P00584,HomeCraft Hair Care Model 584,Beauty,Hair Care,HomeCraft,978.00,607.09,260,S0077,3.3,2024-03-21,No
P00585,Zenith Fiction Model 585,Books,Fiction,Zenith,754.00,598.33,519,S0020,4.5,2021-02-12,Y
P00586,GlowCare Household Model 586,Grocery,Household,GlowCare,4876.00,3755.37,93,S0091,3.3,2021-11-17,1
P00587,Zenith Fragrance Model 587,Beauty,Fragrance,Zenith,4107.00,3301.05,593,S0088,4.2,2022-05-26,0
P00588,Zenith Children Model 588,Books,Children,Zenith,4619.00,2086.73,621,S0084,3.0,2021-12-31,true
P00589,Zenith Yoga Model 589,Sports,Yoga,Zenith,66730.00,48296.60,966,S0028,3.0,2023-03-12,Yes
P00590,UrbanCo Hair Care Model 590,Beauty,Hair Care,UrbanCo,FREE,1563.28,571,S0076,4.7,2023-01-08,false
P00591,GlowCare Fragrance Model 591,Beauty,Fragrance,GlowCare,4710.00,3500.20,718,S0090,4.6,2024-05-08,N
P00592,UrbanCo Decor Model 592,Home,Decor,UrbanCo,77532.00,52155.65,657,S0025,3.4,2021-02-25,0
P00593,PrimeFit Bedding Model 593,Home,Bedding,PrimeFit,14994.00,11470.86,824,S0100,4.7,2022-06-01,No
P00594,Orbit Technology Model 594,Books,Technology,Orbit,4674.00,3353.34,749,S0048,4.4,2022-09-30,1
P00595,PrimeFit Education Model 595,Books,Education,PrimeFit,2924.00,1586.37,817,S0078,3.3,2022-12-08,1
P00596,PrimeFit Technology Model 596,Books,Technology,PrimeFit,107.00,69.71,374,S0039,4.9,2024-09-23,Y
P00597,Orbit Education Model 597,Books,Education,Orbit,3756.00,2240.34,745,S0098,2.7,2021-04-12,N
P00598,Nova Fitness Model 598,Sports,Fitness,Nova,306.00,239.48,715,S0098,3.1,2023-05-25,false
P00599,HomeCraft Snacks Model 599,Grocery,Snacks,HomeCraft,3397.00,2279.00,881,S0020,3.3,2022-11-22,1
P00600,Apex Watches Model 600,Fashion,Watches,Apex,39969.00,27542.36,558,S0089,4.2,2024-10-09,N
P00601,Zenith Bedding Model 601,Home,Bedding,Zenith,65763.00,47390.21,687,S0078,3.4,2021-09-22,No
P00602,GreenLeaf Technology Model 602,Books,Technology, greenleaf ,146.00,85.38,130,S0004,4.2,2025-04-10,0
P00603,Apex Bedding Model 603,Home,Bedding,Apex,40557.00,24744.22,-5,S0059,2.6,2024-08-07,Yes
P00604,GlowCare Education Model 604,Books,Education,GlowCare,4725.00,3104.81,226,S0072,2.6,2022-09-27,Yes
P00605,Orbit Men Model 605,Fashion,Men,Orbit,34428.00,24951.49,996,S0009,2.5,2023-12-02,0
P00606,Orbit Footwear Model 606,Fashion,Footwear,Orbit,3541.00,2228.75,323,S0067,6.5,2021-08-22,true
P00607,GreenLeaf Education Model 607,Books,Education,GreenLeaf,1748.00,916.93,863,S0077,5.0,2021-03-31,0
P00608,GreenLeaf Women Model 608,Fashion,Women,GreenLeaf,46789.00,25871.08,795,S0081,3.9,2024-03-27,Yes
P00609,Pixel Outdoor Model 609,Sports,Outdoor,Pixel,17234.00,11265.75,928,S0072,3.0,2022-05-06,true
P00610,GlowCare Cycling Model 610,Sports,Cycling,GlowCare,24164.00,13191.90,663,S0053,4.5,2024-01-15,Y
P00611,Orbit Household Model 611,Grocery,Household,Orbit,299.00,242.88,900,S0046,2.6,2025-06-26,1
P00612,UrbanCo Hair Care Model 612,Beauty,Hair Care,UrbanCo,3942.00,2060.27,727,S0057,4.5,2022-06-26,N
P00613,HomeCraft Business Model 613,Books,Business,HomeCraft,1569.00,743.00,522,S0072,3.2,2023-08-03,1
P00614,Orbit Hair Care Model 614,Beauty,Hair Care,Orbit,451.00,253.77,629,S0098,3.1,2021-04-21,Y
P00615,Pixel Hair Care Model 615,Beauty,Hair Care,Pixel,1064.00,856.20,303,S0087,2.9,2023-02-21,false
P00616,Swift Bags Model 616,Fashion,Bags,Swift,27838.00,13077.22,252,S0064,4.9,2022-02-04,Y
P00617,BookNest Mobiles Model 617,Electronics,Mobiles,BookNest,41697.00,27529.41,270,S0091,4.3,2022-10-14,false
P00618,GreenLeaf Fitness Model 618,Sports,Fitness,GreenLeaf,51207.00,25899.31,523,S0025,4.2,2021-10-22,No
P00619,BookNest Staples Model 619,Grocery,Staples,BookNest,4303.00,2397.98,531,S0079,4.7,2023-11-15,N
P00620,UrbanCo Furniture Model 620,Home,Furniture,UrbanCo,26278.00,17954.25,910,S0073,3.2,2025-09-29,Yes
P00621,Nova Laptops Model 621,Electronics,Laptops,Nova,72043.00,46902.10,793,S0088,2.9,2021-05-22,true
P00622,Zenith Appliances Model 622,Home,Appliances,Zenith,8550.00,6860.20,711,S0010,3.0,2023-12-20,0
P00623,GreenLeaf Business Model 623,Books,Business,GreenLeaf,3388.00,1654.42,909,S0036,3.2,2025-07-18,1
P00624,GlowCare Technology Model 624,Books,Technology,GlowCare,2810.00,1369.88,791,S0089,3.6,2024-01-26,Yes
P00625,HomeCraft Decor Model 625,Home,Decor,HomeCraft,44981.00,34769.94,243,S0085,3.1,2024-09-27,No
P00626,Swift Fiction Model 626,Books,Fiction,Swift,2984.00,2044.03,189,S0092,4.3,2025-12-21,false
P00627,Pixel Business Model 627,Books,Business,Pixel,3408.00,1910.21,408,S0030,3.4,2024-12-04,No
P00628,Nova Laptops Model 628,Electronics,Laptops,Nova,68587.00,47684.09,110,S0069,4.4,2021-08-02,N
P00629,Orbit Personal Care Model 629,Beauty,Personal Care,Orbit,4571.00,2074.06,545,S0079,4.4,2021-01-21,false
P00630,PrimeFit Outdoor Model 630,Sports,Outdoor,PrimeFit,50167.00,26377.96,656,S0041,4.7,2021-12-17,Y
P00631,HomeCraft Watches Model 631,Fashion,Watches,HomeCraft,27003.00,12799.02,31,S0098,3.6,2025-03-07,0
P00632,PrimeFit Women Model 632,Fashion,Women,PrimeFit,622.00,340.28,215,S0015,4.0,2022-07-18,1
BADP633,GreenLeaf Beverages Model 633,Grocery,Beverages,GreenLeaf,244.00,161.23,583,S0019,4.0,2023-04-19,true
P00634,GreenLeaf Staples Model 634,Grocery,Staples,GreenLeaf,273.00,127.93,221,S0017,4.6,2025-06-04,true
P00635,Swift Accessories Model 635,Electronics,Accessories,Swift,68653.00,51232.06,856,S0074,2.5,2024-01-28,1
P00636,Orbit Cameras Model 636,Electronics,Cameras,Orbit,77131.00,56230.15,62,S0058,3.7,2024-01-12,Yes
P00637,Swift Household Model 637,Grocery,Household,Swift,1959.00,1447.93,346,S0004,5.0,2022-10-30,true
P00638,BookNest Team Sports Model 638,Sports,Team Sports,BookNest,9806.00,7679.39,765,S0019,3.3,2025-12-23,Yes
P00639,HomeCraft Yoga Model 639,,Yoga,HomeCraft,35922.00,17611.64,493,S0005,4.7,2025-09-14,1
P00640,BookNest Bedding Model 640,Home,Bedding,BookNest,24193.00,17652.26,341,S0048,3.8,2025-02-03,No
P00641,Swift Beverages Model 641,Grocery,Beverages,Swift,2579.00,1620.75,819,S0064,3.8,2024-01-22,Y
P00642,Orbit Household Model 642,Grocery,Household,Orbit,2926.00,2346.63,944,S0053,3.3,2022-09-11,1
P00643,GreenLeaf Household Model 643,Grocery,Household,GreenLeaf,4382.00,3346.43,565,S0050,5.0,2024-11-11,true
P00644,GreenLeaf Kitchen Model 644,Home,Kitchen,GreenLeaf,8551.00,4153.98,659,S0036,4.3,2023-01-30,0
P00645,Swift Team Sports Model 645,Sports,Team Sports, swift ,1873.00,1074.87,186,S0039,2.7,2023-07-10,Y
P00646,PrimeFit Personal Care Model 646,Beauty,Personal Care,PrimeFit,1531.00,1237.22,63,S0067,2.8,2024-06-19,false
P00647,Swift Fitness Model 647,Sports,Fitness,Swift,71045.00,50778.79,55,S0069,2.8,2021-05-05,0
P00648,Orbit Makeup Model 648,Beauty,Makeup,Orbit,3864.00,2347.99,800,S0049,3.8,2022-01-25,1
P00649,GlowCare Household Model 649,Grocery,Household,GlowCare,FREE,3068.34,40,S0045,3.8,2023-05-22,0
P00650,Swift Household Model 650,Grocery,Household,Swift,3554.00,1612.33,327,S0029,3.3,2025-04-02,1
P00651,Pixel Accessories Model 651,Electronics,Accessories,Pixel,54007.00,33438.80,322,S0021,2.6,2024-01-24,1
P00652,Zenith Kitchen Model 652,Home,Kitchen,Zenith,78798.00,41478.35,289,S0082,3.3,2021-08-05,true
P00653,Nova Outdoor Model 653,Sports,Outdoor,Nova,26314.00,13117.64,72,S0001,4.8,2024-04-19,1
P00654,Pixel Bags Model 654,Fashion,Bags,Pixel,66852.00,31306.88,many,S0070,3.1,2021-02-02,Y
P00655,GlowCare Snacks Model 655,Grocery,Snacks,GlowCare,147.00,67.05,886,S0061,4.2,2023-03-03,Y
P00656,HomeCraft Organic Model 656,Grocery,Organic,HomeCraft,3510.00,2594.23,20,S0067,5.0,2025-01-16,true
P00657,Swift Appliances Model 657,Home,Appliances,Swift,58594.00,46418.28,571,S0076,3.4,2022-10-01,Yes
P00658,PrimeFit Skin Care Model 658,Beauty,Skin Care,PrimeFit,4670.00,3481.57,64,S0012,3.9,2022-11-06,1
P00659,HomeCraft Men Model 659,Fashion,Men,HomeCraft,23480.00,13859.44,689,S0071,4.8,2025-02-14,false
P00660,BookNest Footwear Model 660,Fashion,Footwear,BookNest,59797.00,32308.77,665,S0080,4.7,2025-05-13,No
P00661,Orbit Laptops Model 661,Electronics,Laptops,Orbit,29970.00,21787.56,91,S0032,2.5,2024-04-12,Yes
P00662,Swift Kitchen Model 662,Home,Kitchen,Swift,69374.00,49798.29,53,S0034,3.2,2024-02-27,Y
P00663,Nova Cycling Model 663,Sports,Cycling,Nova,7025.00,3619.28,737,S0052,3.0,2021-05-14,false
P00664,Apex Fragrance Model 664,Beauty,Fragrance,Apex,-250.00,2193.69,878,S0020,3.3,2023-11-09,Yes
P00665,HomeCraft Accessories Model 665,Electronics,Accessories,HomeCraft,32760.00,24714.29,106,S0062,3.0,2022-07-08,false
P00666,BookNest Business Model 666,Books,Business,BookNest,2411.00,1291.91,231,S0068,4.6,2021-01-31,Y
P00667,Apex Technology Model 667,Books,Technology,Apex,80.00,58.62,2,S0095,4.4,2023-10-26,N
P00668,PrimeFit Fitness Model 668,Sports,Fitness,PrimeFit,25087.00,17466.51,107,S0024,2.7,2024-07-11,true
P00669,GlowCare Decor Model 669,Home,Decor,GlowCare,73733.00,49448.36,203,S0085,3.5,2025-04-29,Y
P00670,Swift Watches Model 670,Fashion,Watches,Swift,73020.00,41082.37,-5,S0071,2.5,2025-02-25,true
P00671,HomeCraft Audio Model 671,Electronics,Audio,HomeCraft,64596.00,43013.42,798,S0031,3.7,2021-01-21,1
P00672,Zenith Organic Model 672,Grocery,Organic,Zenith,4512.00,2579.06,73,S0016,4.3,2021-09-12,0
P00673,Zenith Education Model 673,Books,Education,Zenith,1879.00,1098.39,108,S0064,4.6,2024-02-20,true
P00674,HomeCraft Cameras Model 674,Electronics,Cameras,HomeCraft,6325.00,3178.49,802,S0095,4.2,2024-06-11,N
P00675,GreenLeaf Men Model 675,Fashion,Men,GreenLeaf,62328.00,44562.46,297,S0082,4.3,2024-10-13,true
P00676,GreenLeaf Women Model 676,Fashion,Women,GreenLeaf,79296.00,38415.16,54,S0065,5.0,2025-01-24,N
P00677,Orbit Children Model 677,Books,Children,Orbit,1045.00,823.21,736,S0028,4.0,2023-08-27,N
P00678,Nova Cameras Model 678,Electronics,Cameras,Nova,67471.00,40625.98,762,S0092,3.6,2022-01-27,No
P00679,GlowCare Cycling Model 679,Sports,Cycling,GlowCare,46216.00,27543.65,250,S0009,4.2,2023-10-13,true
P00680,GlowCare Appliances Model 680,Home,Appliances,GlowCare,51774.00,33722.49,138,S0014,4.6,2022-11-21,false
P00681,Pixel Business Model 681,Books,Business,Pixel,2592.00,1503.68,921,S0008,2.9,2024-03-18,false
P00682,Zenith Watches Model 682,Fashion,Watches,Zenith,25804.00,15643.62,273,S0010,3.9,2025-04-25,1
P00683,HomeCraft Cycling Model 683,Sports,Cycling,HomeCraft,38608.00,25614.05,302,S0003,4.9,2025-10-28,0
