shipment_id,order_id,shipment_date,delivery_date,carrier,tracking_number,shipment_status,shipping_cost
SHP00011331,O00013044,2024-11-30,2024-12-06,FedEx,TRK24746127292,Delivered,0.00
SHP00011332,O00013045,2025-03-01,2025-03-07,FedEx,TRK64560571241,Delivered,0.00
SHP00011333,O00013046,2025-11-03,2025-11-09,DTDC,TRK85544750268,Delivered,49.00
SHP00011334,O00013047,2025-07-01,,India Post,TRK64515663432,In Transit,149.00
SHP00011335,O00013048,2025-08-19,2025-08-22,DHL,TRK90330498584,Delivered,149.00
SHP00011336,O00013049,2025-12-01,2025-12-06,Delhivery,TRK83071997828,Delivered,99.00
SHP00011337,O00013050,2025-02-09,2025-02-14,India Post,TRK64612716418,Delivered,149.00
SHP00011338,O00013051,2026-04-17,2026-04-22,BlueDart,TRK15053361309,Delivered,79.00
SHP00011339,O00013052,2025-11-06,,BlueDart,TRK98607124808,Processing,149.00
SHP00011340,O00013053,2024-08-17,2024-08-19,DTDC,TRK75653582743,Delivered,49.00
SHP00011341,O00013054,2025-07-08,2025-07-12,Delhivery,TRK12826718261,Delivered,79.00
SHP00011342,O00013055,2024-10-28,2024-11-04,FedEx,TRK34423096419,Delivered,99.00
SHP00011343,O00013056,2025-03-02,,DHL,TRK99869713943,Processing,49.00
SHP00011344,O00013057,2026-04-14,2026-04-19,Delhivery,TRK10322293028,Delivered,49.00
SHP00011345,O00013058,2024-08-29,2024-09-05,FedEx,TRK88820648455,Delivered,49.00
SHP00011346,O00013059,2024-10-11,,India Post,TRK92068734188,Processing,149.00
SHP00011347,O00013060,2024-10-26,2024-10-31,BlueDart,TRK72085486974,Delivered,79.00
SHP00011348,O00013061,2025-02-04,2025-02-08,BlueDart,TRK30788416110,Delivered,0.00
SHP00011349,O00013063,2024-03-12,,FedEx,TRK38022710393,In Transit,99.00
SHP00011350,O00013064,2025-11-28,,Delhivery,TRK12359806477,Processing,149.00
SHP00011351,O00013065,2026-01-13,2026-01-14,DTDC,TRK52240540111,Delivered,0.00
SHP00011352,O00013066,2026-02-04,,bluedart,TRK71004620098,Processing,49.00
SHP00011353,O00013067,2026-06-12,2026-06-13,DHL,TRK29756889325,Delivered,99.00
SHP00011354,O00013069,2024-02-03,,BlueDart,TRK42002134961,Processing,49.00
SHP00011355,O00013070,2024-02-16,2024-02-23,India Post,TRK62574695886,Delivered,0.00
SHP00011356,O00013071,2024-09-10,2024-09-08,DTDC,TRK18230662364,Processing,79.00
SHP00011357,O00013072,2024-07-13,,DHL,TRK80888431612,Processing,149.00
SHP00011358,O00013073,2024-04-10,2024-04-17,DTDC,TRK10074380054,Delivered,0.00
SHP00011359,O00013074,2025-06-02,2025-06-04,DHL,TRK56301914961,Delivered,99.00
SHP00011360,O00013075,2024-08-26,2024-08-31,BlueDart,TRK49997374467,Delivered,99.00
SHP00011361,O00013076,2026-04-11,,Delhivery,TRK32667865086,Processing,49.00
SHP00011362,O00013077,2025-01-01,,Delhivery,TRK41584357256,Processing,99.00
SHP00011363,O00013078,2025-02-25,,DTDC,TRK10344702110,Processing,99.00
SHP00011364,O00013079,2026-04-29,2026-05-05,BlueDart,TRK62754159520,Delivered,49.00
SHP00011365,O00013082,2025-11-28,2025-11-30,FedEx,TRK40212199358,Delivered,79.00
SHP00011366,O00013083,2024-12-03,,India Post,TRK66461864727,Processing,79.00
SHP00011367,O00013084,2024-08-01,,Delhivery,TRK46359813349,In Transit,99.00
SHP00011368,O00013085,2024-09-17,2024-09-23,DTDC,TRK81685965778,Delivered,79.00
SHP00011369,O00013086,2024-11-11,2024-11-13,India Post,TRK24662836475,Delivered,149.00
SHP00011370,O00013087,2024-02-19,2024-02-20,DTDC,TRK88664835092,Delivered,99.00
SHP00011371,O00013090,2025-12-18,,India Post,TRK97098455533,In Transit,99.00
SHP00011372,O00013092,2026-02-18,2026-02-24,FedEx,TRK22381165524,Delivered,99.00
SHP00011373,O00013093,invalid_date,2025-07-09,FedEx,TRK30369414581,Delivered,99.00
SHP00011374,O00013094,2026-02-22,,India Post,TRK60385677663,In Transit,0.00
SHP00011375,O00013095,2025-04-22,2025-04-23,India Post,TRK40405346714,Delivered,99.00
SHP00011376,O00013096,2024-09-20,2024-09-21,FedEx,TRK21640206295,Delivered,79.00
SHP00011377,O00013097,2024-01-25,2024-01-26,India Post,TRK59873365685,Delivered,0.00
SHP00011378,O00013098,2026-06-08,,Delhivery,TRK36813410036,Processing,49.00
SHP00011379,O00013101,2026-01-23,2026-01-24,Delhivery,TRK87999812010,Delivered,99.00
SHP00011380,O00013102,2024-09-18,2024-09-24,Delhivery,TRK55158266427,Delivered,79.00
SHP00011381,O00013103,2024-06-22,,BlueDart,TRK42246248444,Processing,49.00
BADSHIP11382,O00013104,2024-04-28,2024-04-29,Delhivery,TRK10705013660,Delivered,99.00
SHP00011383,O00013105,2024-11-21,,DTDC,TRK75196153615,Processing,99.00
SHP00011384,O00013106,2025-11-24,2025-11-29,DTDC,TRK92672760883,Delivered,49.00
SHP00011385,O00013107,2024-04-07,,DTDC,TRK83427018896,Processing,79.00
SHP00011386,O00013108,2025-09-24,,BlueDart,TRK24803116682,Processing,0.00
SHP00011387,O00013110,2026-04-30,,DHL,TRK74966747633,LOST??,0.00
SHP00011388,O00013111,2025-03-17,,DHL,TRK89109552143,In Transit,149.00
SHP00011389,O00013112,2025-01-27,2025-01-28,BlueDart,TRK82870134010,Delivered,49.00
SHP00011390,O00013115,2025-04-29,,DTDC,TRK57804702239,In Transit,99.00
SHP00011391,O00013117,2024-06-23,2024-06-30,Delhivery,TRK11133102683,Delivered,0.00
SHP00011392,O00013118,2024-06-24,,DTDC,TRK34076101842,In Transit,149.00
SHP00011393,O00013119,2025-06-21,2025-06-23,India Post,TRK77851623823,Delivered,79.00
SHP00011394,O00013120,2025-04-21,2025-04-24,BlueDart,TRK66005105758,Delivered,-25.00
SHP00011395,O00013121,2024-07-08,2024-07-10,bluedart,TRK39119917605,Delivered,0.00
SHP00011396,O00013122,2024-07-18,,Delhivery,TRK23967475644,In Transit,149.00
SHP00011397,O00013124,2025-07-13,,FedEx,TRK69852610990,In Transit,49.00
SHP00011398,O00013125,2024-05-15,2024-05-19,BlueDart,TRK78725404301,Delivered,79.00
SHP00011399,O00013126,2025-10-21,,DTDC,TRK64269497797,In Transit,79.00
SHP00011400,O00013127,2025-05-04,2025-05-11,India Post,TRK75809852262,Delivered,0.00
SHP00011401,O00013128,2025-12-10,2025-12-14,BlueDart,TRK89937418041,Delivered,99.00
SHP00011402,O00013129,2024-08-19,,India Post,TRK89040761229,Processing,0.00
SHP00011403,O00013130,2024-07-20,2024-07-25,Delhivery,TRK75698308736,Delivered,149.00
SHP00011404,O00013131,2026-02-25,,Delhivery,TRK17471464028,In Transit,149.00
SHP00011405,O00013133,2024-08-17,,BlueDart,TRK97310969111,Processing,149.00
SHP00011406,O00013134,2024-01-14,2024-01-16,DTDC,TRK62771904180,Delivered,79.00
SHP00011407,O00013136,2024-07-29,2024-08-04,DHL,TRK34830384661,Delivered,79.00
SHP00011408,O00013137,2025-08-26,,DHL,TRK19044558978,In Transit,79.00
SHP00011409,O00013138,2024-01-10,2024-01-12,BlueDart,TRK71911536447,Delivered,149.00
SHP00011410,O00013139,2024-03-09,2024-03-11,BlueDart,TRK92653349719,Delivered,149.00
SHP00011411,O00013140,2024-07-18,2024-07-20,India Post,TRK31504411473,Delivered,79.00
SHP00011412,O00013141,2025-04-03,2025-04-10,DTDC,TRK88794758786,Delivered,149.00
SHP00011413,O00013142,2024-02-16,,India Post,TRK56709383627,Processing,0.00
SHP00011414,O00013143,2025-05-29,,Delhivery,TRK63010834728,In Transit,99.00
SHP00011415,O00013144,2025-06-29,,DHL,TRK50064726676,Processing,0.00
SHP00011416,O00013145,2024-02-11,2024-02-18,BlueDart,TRK93534196389,Delivered,149.00
SHP00011417,O00013146,2024-12-08,,India Post,TRK44402212277,Processing,99.00
SHP00011418,O00013147,2024-06-25,2024-06-30,DTDC,TRK35526164809,Delivered,0.00
SHP00011419,O00013148,2026-04-23,2026-04-29,India Post,TRK91069227094,Delivered,79.00
SHP00011420,O00013149,2026-06-22,2026-06-29,India Post,TRK70338404759,Delivered,79.00
SHP00011421,O00013150,2025-03-11,,FedEx,TRK20228852465,Processing,0.00
SHP00011422,O00013153,2025-07-15,2025-07-21,BlueDart,TRK76752509105,Delivered,99.00
SHP00011423,O00013154,2025-08-02,,Delhivery,TRK66750984543,Processing,99.00
SHP00011424,O00013155,2026-06-04,2026-06-06,DTDC,TRK78464084441,Delivered,0.00
SHP00011425,O00013156,2024-08-03,2024-08-08,DTDC,TRK87221872010,Delivered,49.00
SHP00011426,O00013157,2024-05-21,2024-05-26,BlueDart,TRK40404701534,Delivered,49.00
SHP00011427,O00013158,2025-10-30,2025-11-04,DTDC,TRK36926150852,Delivered,49.00
SHP00011428,O00013159,2024-01-27,,DTDC,TRK76419210379,In Transit,149.00
SHP00011429,O00013160,2025-07-07,2025-07-13,DTDC,TRK84604125306,Delivered,99.00
SHP00011430,O00013161,2025-04-19,2025-04-26,DTDC,TRK96066804448,Delivered,49.00
SHP00011431,O00013162,2026-04-14,2026-04-19,India Post,TRK76717997547,Delivered,0.00
SHP00011432,O00013163,2026-04-25,2026-05-01,BlueDart,TRK57126043542,Delivered,149.00
SHP00011433,O00013164,2025-02-20,,FedEx,TRK61195663267,In Transit,0.00
SHP00011434,O00013165,2024-12-07,2024-12-09,BlueDart,TRK29903979315,Delivered,99.00
SHP00011435,O00013166,2025-09-29,,DTDC,TRK59196574835,In Transit,99.00
SHP00011436,O00013167,2025-09-28,2025-09-29,FedEx,TRK68805300348,Delivered,99.00
SHP00011437,O00013168,2025-11-09,2025-11-15,Delhivery,TRK74410402549,Delivered,49.00
SHP00011438,O00013170,2024-01-10,,dtdc,TRK28740615163,In Transit,0.00
SHP00011439,O00013171,2025-07-19,,FedEx,TRK36846151466,In Transit,49.00
SHP00011440,O00013172,2024-06-03,2024-06-04,DHL,TRK33784081630,Delivered,149.00
SHP00011441,O00013173,2024-12-22,,FedEx,TRK16069667719,In Transit,149.00
SHP00011442,O00013175,2025-12-16,2025-12-23,DTDC,TRK32299250449,Delivered,79.00
SHP00011443,O00013177,2024-08-01,2024-08-08,India Post,TRK82686118945,Delivered,149.00
SHP00011444,O00013178,2026-06-24,2026-07-01,DTDC,TRK91801262083,Delivered,0.00
SHP00011445,O00013179,2026-06-15,,DTDC,TRK34431806154,Processing,49.00
SHP00011446,O00013181,2024-01-13,,BlueDart,TRK18697490626,In Transit,99.00
SHP00011447,O00013182,2026-01-13,,DHL,TRK91005457978,In Transit,0.00
SHP00011448,O00013183,2024-08-14,2024-08-20,FedEx,TRK55521252390,Delivered,0.00
SHP00011449,O00013184,2024-12-24,,India Post,TRK44369185740,In Transit,79.00
SHP00011450,O00013185,2024-06-10,2024-06-16,India Post,TRK51117322449,Delivered,149.00
SHP00011451,O00013186,2025-01-23,,Delhivery,TRK65682110353,Processing,49.00
SHP00011452,O00013187,2024-07-13,,DHL,TRK45086371789,Processing,49.00
SHP00011453,O00013189,2025-01-25,2025-01-26,DTDC,TRK91484203282,Delivered,0.00
SHP00011454,O00013190,2024-05-19,2024-05-20,FedEx,TRK57232316704,Delivered,79.00
SHP00011455,O00013191,2025-03-23,,BlueDart,TRK72199905748,Processing,79.00
SHP00011456,O00013192,2025-11-28,2025-12-05,DHL,,Delivered,0.00
SHP00011457,O00013193,2025-07-28,,DHL,TRK93694709195,Processing,0.00
SHP00011458,O00013194,2024-05-12,,DHL,TRK21958721996,Processing,99.00
SHP00011459,O00013195,2025-03-05,2025-03-09,DTDC,TRK57021510020,Delivered,99.00
SHP00011460,O00013196,2026-03-18,,DHL,TRK11896973171,In Transit,0.00
SHP00011461,O00013197,2024-12-22,,BlueDart,TRK15652487562,In Transit,0.00
SHP00011462,O00013198,2026-03-19,2026-03-20,FedEx,TRK17271537238,Delivered,79.00
SHP00011463,O00013199,2024-04-06,2024-04-13,DHL,TRK81157920087,Delivered,99.00
SHP00011464,O00013200,2025-03-09,2025-03-10,FedEx,TRK75546900230,Delivered,149.00
SHP00011465,O00013201,2024-04-01,,DTDC,TRK36316943880,In Transit,0.00
SHP00011466,O00013202,2024-07-10,2024-07-11,BlueDart,TRK96999322510,Delivered,99.00
SHP00011467,O00013203,2024-02-15,2024-02-16,BlueDart,TRK59455519945,Delivered,49.00
SHP00011468,O00013204,2025-04-08,2025-04-13,DHL,TRK73489512907,Delivered,99.00
SHP00011469,O00013205,2026-06-19,2026-06-21,DHL,TRK45179140474,Delivered,49.00
SHP00011470,O00013206,2024-12-03,2024-12-04,BlueDart,TRK49028212010,Delivered,49.00
SHP00011471,O00013207,2024-05-17,2024-05-20,DHL,TRK34650334354,Delivered,79.00
SHP00011472,O99999999,2025-04-13,,India Post,TRK42358289135,Processing,99.00
SHP00011473,O00013209,2026-03-12,2026-03-15,BlueDart,TRK81543278198,Delivered,149.00
SHP00011474,O00013210,2026-06-04,2026-06-08,Delhivery,TRK79754304064,Delivered,79.00
SHP00011475,O00013211,2026-03-07,2026-03-11,FedEx,TRK37557354353,Delivered,149.00
SHP00011476,O00013212,2024-08-05,2024-08-06,DTDC,TRK36752539354,Delivered,0.00
SHP00011477,O00013213,2024-08-24,,DHL,TRK89289493844,In Transit,99.00
SHP00011478,O00013214,2025-12-12,,FedEx,TRK78761722641,In Transit,0.00
SHP00011479,O00013216,2024-06-30,2024-07-01,FedEx,TRK78043256545,Delivered,0.00
SHP00011480,O00013217,2025-05-19,,DTDC,TRK72046052079,In Transit,0.00
SHP00011481,O00013218,2025-02-03,,dtdc,TRK45520938592,Processing,99.00
SHP00011482,O00013219,2024-07-03,,DHL,TRK89480540286,Processing,49.00
SHP00011483,O00013220,2024-05-24,,India Post,TRK50056729495,Processing,99.00
SHP00011484,O00013221,2024-07-02,2024-07-03,Delhivery,TRK30679866560,Delivered,149.00
SHP00011485,O00013222,2025-12-24,2025-12-27,FedEx,TRK64922077731,Delivered,49.00
SHP00011486,O00013223,2025-03-04,2025-03-09,FedEx,TRK49889191445,Delivered,149.00
SHP00011487,O00013224,2026-06-21,2026-06-25,DHL,TRK60210705891,Delivered,49.00
SHP00011488,O00013225,2025-11-02,,DTDC,TRK44489423912,In Transit,0.00
SHP00011489,O00013226,2024-12-07,2024-12-10,DTDC,TRK97699438051,Delivered,79.00
SHP00011490,O00013227,2025-01-11,2025-01-14,DTDC,TRK60208533580,Delivered,99.00
SHP00011491,O00013229,2026-01-09,2026-01-10,Delhivery,TRK92793415719,Delivered,149.00
SHP00011492,O00013231,2026-04-04,,India Post,TRK21943772541,Processing,79.00
SHP00011493,O00013233,2025-04-11,2025-04-17,DHL,TRK62723413291,Delivered,79.00
SHP00011494,O00013234,2026-03-04,2026-03-07,FedEx,TRK64095422896,Delivered,0.00
SHP00011495,O00013237,2024-06-05,,DTDC,TRK61946362069,Processing,149.00
SHP00011496,O00013238,2026-03-12,2026-03-14,DHL,TRK97058328977,Delivered,49.00
SHP00011497,O00013239,2024-05-04,,Delhivery,TRK15198749235,Processing,49.00
SHP00011498,O00013241,2025-03-26,2025-03-29,DTDC,TRK28503856610,Delivered,0.00
SHP00011499,O00013242,2026-05-16,,Delhivery,TRK11549903867,Processing,49.00
SHP00011500,O00013244,2025-07-16,2025-07-18,Delhivery,TRK62556594959,Delivered,49.00
SHP00011501,O00013245,2025-04-11,2025-04-12,Delhivery,TRK15772522697,Delivered,149.00
SHP00011502,O00013246,2025-06-02,,BlueDart,TRK89455207356,Processing,149.00
SHP00011503,O00013247,2025-12-19,,Delhivery,TRK79191422222,In Transit,149.00
SHP00011504,O00013248,2026-06-03,2026-06-04,DHL,TRK16563699936,Delivered,49.00
SHP00011505,O00013249,2024-06-29,2024-07-06,FedEx,TRK74402614987,Delivered,99.00
SHP00011506,O00013250,2024-06-02,,Delhivery,TRK88378405860,In Transit,79.00
SHP00011507,O00013252,2024-01-31,2024-02-03,DHL,TRK66150643539,Delivered,49.00
SHP00011508,O00013253,2024-09-18,2024-09-22,FedEx,TRK29272696630,Delivered,0.00
SHP00011509,O00013254,2024-10-26,2024-10-28,FedEx,TRK62852325404,Delivered,99.00
SHP00011510,O00013255,2024-11-19,2024-11-23,Delhivery,TRK83896642777,Delivered,149.00
SHP00011511,O00013256,2026-01-13,,FedEx,TRK69356238811,Processing,149.00
SHP00011512,O00013257,2024-05-19,2024-05-22,Delhivery,TRK73046321989,Delivered,99.00
SHP00011513,O00013258,2025-11-04,2025-11-07,DTDC,TRK64877000147,Delivered,0.00
SHP00011514,O00013259,2026-02-15,2026-02-19,India Post,TRK14997935862,Delivered,79.00
SHP00011515,O00013260,2025-08-21,,Delhivery,TRK47312671199,In Transit,149.00
SHP00011516,O00013262,2025-03-26,,Delhivery,TRK22871608405,Processing,49.00
SHP00011517,O00013264,2024-09-27,2024-09-29,DTDC,TRK23688213436,Delivered,79.00
SHP00011518,O00013265,2024-12-26,,India Post,TRK61936460045,In Transit,149.00
SHP00011519,O00013267,2024-05-10,,DHL,TRK67309033278,In Transit,0.00
SHP00011520,O00013268,2024-10-01,,BlueDart,TRK29918748924,Processing,149.00
SHP00011521,O00013269,2024-05-20,2024-05-24,DTDC,TRK87368734552,Delivered,99.00
SHP00011522,O00013270,2024-04-08,2024-04-14,DHL,TRK56575610959,Delivered,79.00
SHP00011523,O00013272,2025-04-04,2025-04-02,India Post,TRK69376445884,Delivered,149.00
SHP00011524,O00013273,2024-04-12,2024-04-13,dhl,TRK28852757678,Delivered,0.00
SHP00011525,O00013274,2025-02-27,,FedEx,TRK17245515173,Processing,49.00
SHP00011526,O00013275,2025-06-13,,BlueDart,TRK74886690744,In Transit,49.00
SHP00011527,O00013276,2024-01-12,,DTDC,TRK65578595491,In Transit,0.00
SHP00011528,O00013277,2025-02-25,2025-02-27,India Post,TRK31273293101,Delivered,49.00
SHP00011529,O00013278,2025-10-04,2025-10-10,DHL,TRK80038711756,Delivered,99.00
SHP00011530,O00013279,2024-10-01,2024-10-06,India Post,TRK94175027646,Delivered,49.00
SHP00011531,O00013280,2024-03-05,2024-03-08,FedEx,TRK78594277880,Delivered,99.00
SHP00011532,O00013281,2026-04-22,,FedEx,TRK11074639097,Processing,99.00
SHP00011533,O00013283,2026-06-10,,BlueDart,TRK10088173862,Processing,149.00
SHP00011534,O00013284,2025-10-23,2025-10-28,DHL,TRK26830311505,Delivered,99.00
SHP00011535,O00013285,2024-02-15,2024-02-21,India Post,TRK21295008550,Delivered,79.00
SHP00011536,O00013286,2025-05-17,2025-05-19,BlueDart,TRK17806220036,Delivered,99.00
SHP00011537,O00013287,2025-10-06,2025-10-13,DTDC,TRK45977165616,Delivered,149.00
SHP00011538,O00013288,2024-10-07,2024-10-10,BlueDart,TRK98576749656,Delivered,0.00
SHP00011539,O00013289,2024-12-28,,DTDC,TRK85864399903,Processing,149.00
SHP00011540,O00013290,2024-04-22,2024-04-23,DTDC,TRK59054530724,Delivered,49.00
SHP00011541,O00013291,2024-08-16,2024-08-21,India Post,TRK59087461839,Delivered,79.00
SHP00011542,O00013292,2026-06-21,,Delhivery,TRK55470719343,In Transit,149.00
SHP00011543,O00013293,2025-11-07,2025-11-10,BlueDart,TRK40033433532,Delivered,149.00
SHP00011544,O00013294,2024-02-17,2024-02-24,DHL,TRK96323008467,Delivered,0.00
SHP00011545,O00013295,2025-09-27,2025-10-01,DHL,TRK17917636734,Delivered,49.00
SHP00011546,O00013297,2025-09-01,,DTDC,TRK75367021764,In Transit,79.00
SHP00011547,O00013298,2025-05-23,2025-05-29,DHL,TRK38252213800,Delivered,0.00
SHP00011548,O00013299,2026-03-06,,DHL,TRK58000526615,In Transit,0.00
SHP00011549,O00013300,2024-02-27,,FedEx,TRK34713215942,In Transit,49.00
SHP00011550,O00013301,2026-04-29,2026-05-01,DHL,TRK73520357143,Delivered,79.00
SHP00011551,O00013304,2026-05-14,2026-05-19,BlueDart,TRK16481836985,Delivered,149.00
SHP00011552,O00013306,2025-06-11,2025-06-12,India Post,TRK71301919439,Delivered,149.00
SHP00011553,O00013307,2025-04-19,,DHL,TRK93442262824,Processing,49.00
SHP00011554,O00013308,2024-03-07,,Delhivery,TRK32022281732,In Transit,99.00
SHP00011555,O00013309,2026-03-22,,DTDC,TRK42437015124,Processing,99.00
SHP00011556,O00013311,2026-01-30,,BlueDart,TRK74817469404,In Transit,79.00
SHP00011557,O00013312,2025-02-07,2025-02-14,DHL,TRK72033731600,Delivered,149.00
SHP00011558,O00013313,2024-09-21,,DHL,TRK92730463498,In Transit,0.00
SHP00011559,O00013314,2026-03-12,,DTDC,TRK65367006501,In Transit,149.00
SHP00011560,O00013316,2026-04-02,2026-04-08,FedEx,TRK26217735305,Delivered,149.00
SHP00011561,O00013317,2024-01-20,2024-01-26,India Post,TRK84324747493,Delivered,99.00
SHP00011562,O00013318,2024-10-27,2024-10-30,DTDC,TRK28630709150,Delivered,99.00
SHP00011563,O00013319,2025-11-30,2025-12-04,FedEx,TRK44755745794,Delivered,149.00
SHP00011564,O00013321,2024-06-08,2024-06-14,India Post,TRK50691512274,Delivered,99.00
SHP00011565,O00013322,2025-10-27,,FedEx,TRK26405921977,Processing,99.00
SHP00011566,O00013323,2025-09-24,,DHL,TRK77784996079,In Transit,99.00
SHP00011567,O00013324,2025-12-21,2025-12-27,fedex,TRK47484802725,Delivered,79.00
SHP00011568,O00013325,2024-11-21,,BlueDart,TRK50492537348,In Transit,149.00
SHP00011569,O00013326,2025-10-29,2025-11-02,DHL,TRK75146452599,Delivered,0.00
SHP00011570,O00013327,2025-08-26,,DHL,TRK23629406929,In Transit,49.00
SHP00011571,O00013328,2026-03-18,2026-03-25,DTDC,TRK87494497168,Delivered,79.00
SHP00011572,O00013329,2026-03-13,,India Post,TRK73367357509,In Transit,99.00
SHP00011573,O00013330,2025-11-19,,Delhivery,TRK18750590393,In Transit,0.00
SHP00011574,O00013331,2024-03-01,,FedEx,TRK33797280808,In Transit,0.00
SHP00011575,O00013332,2025-06-12,,Delhivery,TRK97849404012,In Transit,79.00
SHP00011576,O00013333,2025-09-12,2025-09-14,DHL,TRK47337382487,Delivered,79.00
SHP00011577,O00013334,2024-03-10,,India Post,TRK50282122979,Processing,79.00
SHP00011578,O00013335,2024-11-23,,Delhivery,TRK78040990132,In Transit,99.00
SHP00011579,O00013336,2026-06-29,2026-06-30,FedEx,TRK92601464274,Delivered,99.00
SHP00011580,O00013337,2026-01-14,2026-01-20,DHL,TRK39929803330,LOST??,149.00
SHP00011581,O00013338,2025-12-16,2025-12-23,DHL,TRK72397420738,Delivered,0.00
SHP00011582,O00013339,2026-01-15,,FedEx,TRK84590033837,In Transit,79.00
SHP00011583,O00013340,2025-05-04,2025-05-06,DHL,TRK99643034325,Delivered,0.00
SHP00011584,O00013341,2025-10-11,2025-10-17,FedEx,TRK41091520308,Delivered,49.00
SHP00011585,O00013342,2025-12-12,2025-12-13,FedEx,TRK64574071773,Delivered,49.00
SHP00011586,O00013343,2024-08-02,,BlueDart,TRK36908058567,Processing,79.00
SHP00011587,O00013344,2025-02-14,2025-02-17,Delhivery,TRK74516165902,Delivered,79.00
SHP00011588,O00013345,2024-10-15,2024-10-16,DHL,TRK57249460340,Delivered,0.00
SHP00011589,O00013346,2024-08-29,2024-09-03,DHL,TRK84333226721,Delivered,99.00
SHP00011590,O00013347,2026-05-12,,BlueDart,TRK25764970788,In Transit,79.00
SHP00011591,O00013348,2024-10-25,2024-10-28,DTDC,TRK91771412165,Delivered,149.00
SHP00011592,O00013349,2025-04-07,,Delhivery,TRK31115232412,In Transit,49.00
SHP00011593,O00013350,2024-09-03,2024-09-04,DTDC,TRK67373394289,Delivered,0.00
SHP00011594,O00013351,2024-04-10,2024-04-13,FedEx,TRK57040282478,Delivered,0.00
SHP00011595,O00013352,2026-05-01,,DHL,TRK14164490505,Processing,79.00
SHP00011596,O00013353,invalid_date,,DHL,TRK42945427985,In Transit,99.00
SHP00011597,O00013354,2025-07-17,2025-07-20,DHL,TRK44035281746,Delivered,49.00
SHP00011598,O00013355,2026-02-09,2026-02-16,BlueDart,TRK69167350463,Delivered,79.00
SHP00011599,O00013356,2025-08-19,2025-08-21,India Post,TRK82563325091,Delivered,79.00
SHP00011600,O00013357,2024-09-24,2024-09-26,DHL,TRK87964562006,Delivered,149.00
SHP00011601,O00013358,2024-06-10,,DTDC,TRK28604993815,Processing,0.00
SHP00011602,O00013359,2024-11-08,,Delhivery,TRK49923650234,In Transit,0.00
SHP00011603,O00013360,2024-02-22,,India Post,TRK63795635981,In Transit,49.00
SHP00011604,O00013361,2025-10-17,,Delhivery,TRK63924860285,In Transit,149.00
SHP00011605,O00013362,2024-07-02,,DTDC,TRK28532181367,In Transit,-25.00
SHP00011606,O00013363,2025-08-14,,Delhivery,TRK33373921991,Processing,49.00
SHP00011607,O00013364,2024-08-21,2024-08-25,DTDC,TRK38198128738,Delivered,149.00
SHP00011608,O00013365,2026-06-17,,BlueDart,TRK37580683157,Processing,49.00
SHP00011609,O00013366,2025-08-06,2025-08-08,FedEx,TRK68580356422,Delivered,0.00
SHP00011610,O00013367,2025-04-28,,bluedart,TRK91960339177,Processing,99.00
SHP00011611,O00013368,2024-02-27,2024-03-05,DHL,TRK48052882380,Delivered,79.00
SHP00011612,O00013369,2025-08-15,,DHL,TRK77868706708,In Transit,79.00
SHP00011613,O00013370,2025-12-18,,India Post,TRK97168913056,Processing,0.00
SHP00011614,O00013371,2024-07-15,,BlueDart,TRK52934144026,In Transit,0.00
SHP00011615,O00013372,2025-06-07,2025-06-14,FedEx,TRK21736128331,Delivered,149.00
SHP00011616,O00013373,2025-12-25,2025-12-28,DTDC,TRK21568211536,Delivered,79.00
SHP00011617,O00013375,2024-08-23,,DHL,TRK77358907937,In Transit,149.00
SHP00011618,O00013376,2026-06-14,2026-06-21,FedEx,TRK61116673746,Delivered,99.00
SHP00011619,O00013377,2025-08-03,2025-08-06,FedEx,TRK49227894295,Delivered,79.00
SHP00011620,O00013378,2026-04-27,,FedEx,TRK71466444757,In Transit,49.00
SHP00011621,O00013379,2025-02-27,,India Post,TRK60385291899,In Transit,79.00
SHP00011622,O00013380,2026-01-18,,India Post,TRK99297388257,In Transit,0.00
SHP00011623,O00013381,2025-04-06,2025-04-10,DHL,TRK43254870639,Delivered,149.00
SHP00011624,O00013382,2026-04-09,2026-04-12,DHL,TRK16423361483,Delivered,99.00
SHP00011625,O00013383,2025-10-23,2025-10-29,India Post,TRK45023789484,Delivered,79.00
SHP00011626,O00013384,2025-06-24,2025-06-30,DHL,TRK15026862239,Delivered,49.00
SHP00011627,O00013385,2024-06-15,2024-06-19,DHL,TRK41414390986,Delivered,149.00
SHP00011628,O00013386,2025-10-05,,India Post,TRK75613775485,In Transit,49.00
SHP00011629,O00013387,2025-05-14,,Delhivery,TRK79454296197,Processing,79.00
SHP00011630,O00013388,2025-04-17,,DHL,TRK77957189005,Processing,49.00
SHP00011631,O00013390,2025-11-01,2025-11-02,BlueDart,TRK71322371914,Delivered,149.00
SHP00011632,O00013391,2025-03-10,2025-03-16,India Post,TRK81787125584,Delivered,79.00
SHP00011633,O00013392,2025-02-03,,DTDC,TRK19316341735,In Transit,99.00
SHP00011634,O00013393,2024-07-26,,India Post,TRK24687128521,Processing,49.00
SHP00011635,O00013394,2026-05-23,2026-05-28,Delhivery,,Delivered,99.00
SHP00011636,O00013395,2025-12-29,,FedEx,TRK32108693091,Processing,79.00
SHP00011637,O00013396,2025-01-21,,DHL,TRK37524719931,In Transit,79.00
SHP00011638,O00013397,2026-05-12,,Delhivery,TRK10628874894,In Transit,99.00
SHP00011639,O00013398,2025-06-21,,DHL,TRK55027508876,Processing,149.00
